mechanism,seed,final_reserve,average_reserve,liquidity_crisis,time_to_crisis,steps_survived,total_withdrawal,average_reward,social_welfare,mean_absolute_reward_gap,reward_std,reward_range,total_messages,total_rounds,wall_time_seconds,debate_override_rate,reward_per_department,reward_profit,reward_sustainability,reward_balanced,reward_risk_averse,recovery_noise_std,shock_probability,composition,leader_index,leader_name,leader_role
centralized_risk_averse,6,72.35677236947807,75.29430691209058,False,,100,571.0,113.090423360665,565.452116803325,3.1276613114679956,2.769659201771184,8.0,600,100,0.0036511770013021305,0.95,"{'Growth Department': 117.0, 'Trading/Opportunity Team': 115.0, 'Compliance Department': 109.0, 'Operations Department': 113.0, 'Risk Department': 111.45211680332503}",116.0,109.0,113.0,111.45211680332503,0.15,0.0,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,7,70.26868949239456,73.58514054354318,False,,100,544.0,107.84880783794358,539.2440391897179,2.1619074592902825,1.9738806771674153,4.755960810282133,600,100,0.003508286998112453,0.97,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 110.0, 'Compliance Department': 106.0, 'Operations Department': 108.0, 'Risk Department': 105.24403918971787}",110.0,106.0,108.0,105.24403918971787,0.15,0.0,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,8,73.85053817026952,76.7114792252345,False,,100,558.0,110.43183936381418,552.1591968190709,2.6945285089486584,2.547788459437776,6.0,600,100,0.003559469998435816,0.96,"{'Growth Department': 113.0, 'Trading/Opportunity Team': 114.0, 'Compliance Department': 108.0, 'Operations Department': 109.0, 'Risk Department': 108.15919681907089}",113.5,108.0,109.0,108.15919681907089,0.15,0.0,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,9,84.22543314649292,75.01873501124284,False,,100,561.0,111.0567172196427,555.2835860982135,2.3546262242858322,2.2329349505628593,6.0,600,100,0.003313219000119716,0.95,"{'Growth Department': 115.0, 'Trading/Opportunity Team': 112.0, 'Compliance Department': 109.0, 'Operations Department': 110.0, 'Risk Department': 109.28358609821355}",113.5,109.0,110.0,109.28358609821355,0.15,0.0,standard,4.0,Risk Department,risk_averse
structured_debate,0,2.065531946017005,42.89752272384076,True,29.0,30,257.0,35.85511766537187,179.27558832685935,28.08469941494046,25.76346799090651,64.0,450,60,0.001503193001553882,0.4666666666666667,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 65.0, 'Compliance Department': 3.0, 'Operations Department': 17.470628656622125, 'Risk Department': 26.80495967023723}",66.0,3.0,17.470628656622125,26.80495967023723,0.15,0.0,standard,,,
structured_debate,1,0.0,46.6472009416576,True,41.0,42,358.0,56.017762794707004,280.088813973535,34.191391462094096,31.741052509363488,80.0,630,84,0.0018389360011497047,0.4523809523809524,"{'Growth Department': 96.0, 'Trading/Opportunity Team': 91.0, 'Compliance Department': 16.0, 'Operations Department': 39.78501061162315, 'Risk Department': 37.3038033619119}",93.5,16.0,39.78501061162315,37.3038033619119,0.15,0.0,standard,,,
structured_debate,2,2.467944471789462,46.183680578323425,True,47.0,48,404.0,63.4798574501188,317.399287250594,36.032931540324405,33.510842613170155,85.0,720,96,0.0022131910009193234,0.5625,"{'Growth Department': 100.0, 'Trading/Opportunity Team': 106.0, 'Compliance Department': 21.0, 'Operations Department': 45.60510937762153, 'Risk Department': 44.79417787297246}",103.0,21.0,45.60510937762153,44.79417787297246,0.15,0.0,standard,,,
structured_debate,3,1.2483736680291067,43.24705388664631,True,55.0,56,465.0,73.77011150840652,368.85055754203256,41.88955952513759,38.16859121911391,98.0,840,112,0.0023863280002842657,0.6071428571428571,"{'Growth Department': 121.0, 'Trading/Opportunity Team': 115.0, 'Compliance Department': 23.0, 'Operations Department': 60.66030457414252, 'Risk Department': 49.190252967890046}",118.0,23.0,60.66030457414252,49.190252967890046,0.15,0.0,standard,,,
structured_debate,4,1.0235677066891622,44.43077727280107,True,37.0,38,318.0,46.024566492001,230.122832460005,30.084882323268257,27.50158845503774,74.0,570,76,0.0017883500004245434,0.5526315789473685,"{'Growth Department': 74.0, 'Trading/Opportunity Team': 80.0, 'Compliance Department': 6.0, 'Operations Department': 36.1533469804316, 'Risk Department': 33.96948547957338}",77.0,6.0,36.1533469804316,33.96948547957338,0.15,0.0,standard,,,
structured_debate,5,1.7171929273452875,47.25770154915765,True,32.0,33,281.0,41.64792966075103,208.23964830375516,27.61218479297746,25.55027628938635,64.0,495,66,0.0013303419982548803,0.48484848484848486,"{'Growth Department': 72.0, 'Trading/Opportunity Team': 71.0, 'Compliance Department': 8.0, 'Operations Department': 30.815803259864285, 'Risk Department': 26.42384504389087}",71.5,8.0,30.815803259864285,26.42384504389087,0.15,0.0,standard,,,
structured_debate,6,0.033274381617296456,47.0205192318063,True,55.0,56,482.0,78.01465430692814,390.0732715346407,42.048696282845505,39.37608981071298,95.0,840,112,0.0022095039967098273,0.5,"{'Growth Department': 124.0, 'Trading/Opportunity Team': 126.0, 'Compliance Department': 31.0, 'Operations Department': 57.87762330242508, 'Risk Department': 51.195648232215625}",125.0,31.0,57.87762330242508,51.195648232215625,0.15,0.0,standard,,,
structured_debate,7,0.8926344855318966,45.86107407023584,True,25.0,26,223.0,30.8581002536804,154.290501268402,23.083423548915043,21.05635331168949,56.0,390,52,0.000974443002633052,0.5,"{'Growth Department': 56.0, 'Trading/Opportunity Team': 53.0, 'Compliance Department': 0.0, 'Operations Department': 24.561898449121028, 'Risk Department': 20.728602819280972}",54.5,0.0,24.561898449121028,20.728602819280972,0.15,0.0,standard,,,
structured_debate,8,2.902306028896618,48.513852164982566,True,43.0,44,373.0,60.953341107532424,304.7667055376621,30.185786472137362,27.338206522708425,70.0,660,88,0.0017007930000545457,0.6590909090909091,"{'Growth Department': 90.0, 'Trading/Opportunity Team': 95.0, 'Compliance Department': 25.0, 'Operations Department': 53.427870988520624, 'Risk Department': 41.338834549141495}",92.5,25.0,53.427870988520624,41.338834549141495,0.15,0.0,standard,,,
structured_debate,9,0.64738620759399,51.030709027995115,True,45.0,46,389.0,62.681947925259635,313.4097396262982,33.84628393883816,30.696356416764914,78.0,690,92,0.0016576460002397653,0.6304347826086957,"{'Growth Department': 100.0, 'Trading/Opportunity Team': 96.0, 'Compliance Department': 22.0, 'Operations Department': 54.949014244036675, 'Risk Department': 40.46072538226151}",98.0,22.0,54.949014244036675,40.46072538226151,0.15,0.0,standard,,,
independent,0,1.8315492803507958,39.52277958807999,True,11.0,12,112.0,9.293817410518704,46.46908705259352,17.675133083832453,16.047884166972885,44.0,0,0,0.000453669999842532,0.0,"{'Growth Department': 28.0, 'Trading/Opportunity Team': 25.0, 'Compliance Department': -16.0, 'Operations Department': 2.5304182260471624, 'Risk Department': 6.938668826546362}",26.5,-16.0,2.5304182260471624,6.938668826546362,0.15,0.05,standard,,,
independent,1,3.738579158520947,42.05683032151957,True,18.0,19,183.0,23.812860864870594,119.06430432435297,20.799401405458855,19.036194060136033,48.0,0,0,0.0005836669988639187,0.0,"{'Growth Department': 47.0, 'Trading/Opportunity Team': 45.0, 'Compliance Department': -1.0, 'Operations Department': 11.003741215882126, 'Risk Department': 17.060563108470845}",46.0,-1.0,11.003741215882126,17.060563108470845,0.15,0.05,standard,,,
independent,2,0.796195105782985,51.00492729612726,True,24.0,25,252.0,40.65293086954588,203.2646543477294,22.289888237654896,20.77569048849526,49.0,0,0,0.0007122159986465704,0.0,"{'Growth Department': 63.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': 19.0, 'Operations Department': 31.576455833072515, 'Risk Department': 21.688198514656882}",65.5,19.0,31.576455833072515,21.688198514656882,0.15,0.05,standard,,,
independent,3,3.6456398863976816,42.16337722772155,True,23.0,24,230.0,31.892868021540703,159.46434010770352,25.632560304745688,23.78976334764037,60.0,0,0,0.0006950320021132939,0.0,"{'Growth Department': 62.0, 'Trading/Opportunity Team': 58.0, 'Compliance Department': 2.0, 'Operations Department': 19.667842012364062, 'Risk Department': 17.796498095339437}",60.0,2.0,19.667842012364062,17.796498095339437,0.15,0.05,standard,,,
independent,4,3.4834959542869868,39.17661273329814,True,18.0,19,180.0,22.737270417357152,113.68635208678576,21.49627610788165,19.75602267471632,48.0,0,0,0.000597035999817308,0.0,"{'Growth Department': 45.0, 'Trading/Opportunity Team': 47.0, 'Compliance Department': -1.0, 'Operations Department': 6.6482743257396795, 'Risk Department': 16.038077761046083}",46.0,-1.0,6.6482743257396795,16.038077761046083,0.15,0.05,standard,,,
independent,5,0.0,45.838514363784284,True,15.0,16,159.0,22.232330471304415,111.16165235652207,16.48023156391446,15.59603704045434,36.0,0,0,0.0004986880012438633,0.0,"{'Growth Department': 41.0, 'Trading/Opportunity Team': 41.0, 'Compliance Department': 5.0, 'Operations Department': 14.163099630987446, 'Risk Department': 9.998552725534626}",41.0,5.0,14.163099630987446,9.998552725534626,0.15,0.05,standard,,,
independent,6,4.131155980199059,40.280896285694965,True,25.0,26,248.0,34.52252434251855,172.61262171259276,30.290528273924956,28.386138724208074,67.0,0,0,0.0006754829992132727,0.0,"{'Growth Department': 68.0, 'Trading/Opportunity Team': 69.0, 'Compliance Department': 2.0, 'Operations Department': 12.684198287969043, 'Risk Department': 20.928423424623702}",68.5,2.0,12.684198287969043,20.928423424623702,0.15,0.05,standard,,,
independent,7,0.3829635959888975,46.060614100230275,True,14.0,15,143.0,16.82159526690669,84.10797633453345,17.74394926998181,16.304224471742604,43.0,0,0,0.0004549609984678682,0.0,"{'Growth Department': 37.0, 'Trading/Opportunity Team': 34.0, 'Compliance Department': -6.0, 'Operations Department': 9.100317062613676, 'Risk Department': 10.007659271919776}",35.5,-6.0,9.100317062613676,10.007659271919776,0.15,0.05,standard,,,
independent,8,4.093206444624258,41.41644575879899,True,18.0,19,184.0,23.205473003048642,116.0273650152432,22.88741196482445,20.76091870609629,55.0,0,0,0.0005689979989256244,0.0,"{'Growth Department': 45.0, 'Trading/Opportunity Team': 48.0, 'Compliance Department': -7.0, 'Operations Department': 11.95367521984717, 'Risk Department': 18.073689795396035}",46.5,-7.0,11.95367521984717,18.073689795396035,0.15,0.05,standard,,,
independent,9,3.1152375017264227,42.64872898970492,True,18.0,19,187.0,25.78243995007768,128.9121997503884,19.833784451056623,18.82981889677855,45.0,0,0,0.0005372069972509053,0.0,"{'Growth Department': 50.0, 'Trading/Opportunity Team': 47.0, 'Compliance Department': 5.0, 'Operations Department': 13.873352569492289, 'Risk Department': 13.038847180896106}",48.5,5.0,13.873352569492289,13.038847180896106,0.15,0.05,standard,,,
voting,0,2.9662772164027142,43.35636319331509,True,7.0,8,100.0,11.207154449520475,56.035772247602374,4.309279359611089,4.0065932934395345,10.0,40,8,0.00047218400140991434,1.0,"{'Growth Department': 15.0, 'Trading/Opportunity Team': 15.0, 'Compliance Department': 5.0, 'Operations Department': 8.067004002430696, 'Risk Department': 12.96876824517168}",15.0,5.0,8.067004002430696,12.96876824517168,0.15,0.05,standard,,,
voting,1,4.027835151437436,36.09395475127913,True,18.0,19,180.0,19.293751667470048,96.46875833735024,14.65415525172638,14.210243919527242,35.0,95,19,0.0007435150000674184,1.0,"{'Growth Department': 31.0, 'Trading/Opportunity Team': 31.0, 'Compliance Department': -4.0, 'Operations Department': 9.41152967671012, 'Risk Department': 29.057228660640128}",31.0,-4.0,9.41152967671012,29.057228660640128,0.15,0.05,standard,,,
voting,2,0.42676732605516854,36.60240021162435,True,21.0,22,230.0,28.552980454381363,142.7649022719068,15.178216213988135,14.657369715810567,35.0,110,22,0.0008122679973894265,1.0,"{'Growth Department': 41.0, 'Trading/Opportunity Team': 41.0, 'Compliance Department': 6.0, 'Operations Department': 16.13614866257416, 'Risk Department': 38.62875360933266}",41.0,6.0,16.13614866257416,38.62875360933266,0.15,0.05,standard,,,
voting,3,0.5769294530699938,34.78483262448089,True,35.0,36,295.0,40.765289546034126,203.82644773017063,16.070231877978383,15.387667880013622,37.71947461868245,180,36,0.0011166969998157583,1.0,"{'Growth Department': 54.0, 'Trading/Opportunity Team': 54.0, 'Compliance Department': 29.0, 'Operations Department': 16.280525381317553, 'Risk Department': 50.5459223488531}",54.0,29.0,16.280525381317553,50.5459223488531,0.15,0.05,standard,,,
voting,4,4.7645193512722255,35.802936716806485,True,14.0,15,150.0,16.13069812022275,80.65349060111375,10.790687965745871,10.387701567801084,25.0,75,15,0.0005787579975731205,1.0,"{'Growth Department': 25.0, 'Trading/Opportunity Team': 25.0, 'Compliance Department': 0.0, 'Operations Department': 7.558200214088303, 'Risk Department': 23.095290387025443}",25.0,0.0,7.558200214088303,23.095290387025443,0.15,0.05,standard,,,
voting,5,0.0,35.956284319297964,True,14.0,15,155.0,17.14163868884372,85.7081934442186,10.75089113563707,10.321371162947079,25.0,75,15,0.0005297349998727441,1.0,"{'Growth Department': 26.0, 'Trading/Opportunity Team': 26.0, 'Compliance Department': 1.0, 'Operations Department': 8.806930402268298, 'Risk Department': 23.901263041950298}",26.0,1.0,8.806930402268298,23.901263041950298,0.15,0.05,standard,,,
voting,6,2.0881303208529376,32.635835018062785,True,36.0,37,305.0,40.858829609858375,204.29414804929186,18.39659003007426,17.716743836135716,42.48934384398207,185,37,0.0011026000029232819,1.0,"{'Growth Department': 56.0, 'Trading/Opportunity Team': 56.0, 'Compliance Department': 26.0, 'Operations Department': 13.510656156017927, 'Risk Department': 52.78349189327395}",56.0,26.0,13.510656156017927,52.78349189327395,0.15,0.05,standard,,,
voting,7,4.714748127050857,44.360017190657594,True,11.0,12,135.0,17.858274684930162,89.29137342465081,4.581163539805645,4.3141146693187915,10.0,60,12,0.00047296800039475784,1.0,"{'Growth Department': 22.0, 'Trading/Opportunity Team': 22.0, 'Compliance Department': 12.0, 'Operations Department': 13.367727876214722, 'Risk Department': 19.923645548436088}",22.0,12.0,13.367727876214722,19.923645548436088,0.15,0.05,standard,,,
voting,8,2.9426749851867973,29.17764216686058,True,22.0,23,190.0,17.092129004555584,85.46064502277792,19.597036771218683,19.073434842357965,45.0,115,23,0.0007092330015439074,1.0,"{'Growth Department': 33.0, 'Trading/Opportunity Team': 33.0, 'Compliance Department': -12.0, 'Operations Department': 0.5185201798832555, 'Risk Department': 30.94212484289467}",33.0,-12.0,0.5185201798832555,30.94212484289467,0.15,0.05,standard,,,
voting,9,4.847224689831387,37.07630078727851,True,16.0,17,170.0,18.913155005751097,94.56577502875548,12.563730738163791,12.149424974366793,30.0,85,17,0.0005665530006808694,1.0,"{'Growth Department': 29.0, 'Trading/Opportunity Team': 29.0, 'Compliance Department': -1.0, 'Operations Department': 10.476682886476313, 'Risk Department': 27.089092142279167}",29.0,-1.0,10.476682886476313,27.089092142279167,0.15,0.05,standard,,,
adaptive_voting,0,56.00338675541382,54.77803834392813,False,,100,630.0,119.64887912095246,598.2443956047623,8.681028343430341,8.834640068032419,22.50082275120191,500,100,0.0026505310015636496,1.0,"{'Growth Department': 126.0, 'Trading/Opportunity Team': 126.0, 'Compliance Department': 126.0, 'Operations Department': 103.49917724879809, 'Risk Department': 116.74521835596418}",126.0,126.0,103.49917724879809,116.74521835596418,0.15,0.05,standard,,,
adaptive_voting,1,56.9804067727212,60.55981163055826,False,,100,655.0,128.94561260428267,644.7280630214134,2.790190224132384,2.8249590967192653,7.16675192224082,500,100,0.0026731409998319577,1.0,"{'Growth Department': 131.0, 'Trading/Opportunity Team': 131.0, 'Compliance Department': 131.0, 'Operations Department': 127.89481494365424, 'Risk Department': 123.83324807775918}",131.0,131.0,127.89481494365424,123.83324807775918,0.15,0.05,standard,,,
adaptive_voting,2,43.52353458610653,49.40393558738577,False,,100,675.0,125.21731441497552,626.0865720748776,14.388026313263719,15.911596865283338,41.0117365327758,500,100,0.0026181710018136073,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 93.9882634672242, 'Risk Department': 127.09830860765335}",135.0,135.0,93.9882634672242,127.09830860765335,0.15,0.05,standard,,,
adaptive_voting,3,57.337461968260584,64.6512425252886,False,,100,715.0,141.20377179342046,706.0188589671023,2.8034515019393846,3.3764183919295365,8.540430854223501,500,100,0.002562179997767089,1.0,"{'Growth Department': 143.0, 'Trading/Opportunity Team': 143.0, 'Compliance Department': 143.0, 'Operations Department': 142.55928982132585, 'Risk Department': 134.4595691457765}",143.0,143.0,142.55928982132585,134.4595691457765,0.15,0.05,standard,,,
adaptive_voting,4,45.489820120222134,60.94943671289451,False,,100,695.0,136.822177252889,684.110886264445,3.0636595428005378,3.2065963260098362,8.258758406948346,500,100,0.0025184830010402948,1.0,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 139.0, 'Compliance Department': 139.0, 'Operations Department': 136.36964467139333, 'Risk Department': 130.74124159305165}",139.0,139.0,136.36964467139333,130.74124159305165,0.15,0.05,standard,,,
adaptive_voting,5,51.42957874508676,59.60096458442503,False,,100,670.0,129.92437357070514,649.6218678535257,5.118635909109441,5.072230404687008,11.61334228545978,500,100,0.002434505000564968,1.0,"{'Growth Department': 134.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 134.0, 'Operations Department': 122.38665771454022, 'Risk Department': 125.23521013898555}",134.0,134.0,122.38665771454022,125.23521013898555,0.15,0.05,standard,,,
adaptive_voting,6,64.22351487633289,59.24572291937336,False,,100,685.0,133.89262053138827,669.4631026569414,3.8964963940887265,3.863007658942175,8.816205119995857,500,100,0.0029084470006637275,1.0,"{'Growth Department': 137.0, 'Trading/Opportunity Team': 137.0, 'Compliance Department': 137.0, 'Operations Department': 130.27930777693717, 'Risk Department': 128.18379488000414}",137.0,137.0,130.27930777693717,128.18379488000414,0.15,0.05,standard,,,
adaptive_voting,7,29.538938527641,52.136730423968764,False,,100,635.0,119.12015808115272,595.6007904057636,11.362946152059706,12.246166734539317,31.619203856136835,500,100,0.0029521569995267782,1.0,"{'Growth Department': 127.0, 'Trading/Opportunity Team': 127.0, 'Compliance Department': 127.0, 'Operations Department': 95.38079614386317, 'Risk Department': 119.21999426190051}",127.0,127.0,95.38079614386317,119.21999426190051,0.15,0.05,standard,,,
adaptive_voting,8,70.09425290232294,59.29831978931243,False,,100,705.0,137.93424795331572,689.6712397665787,3.715097636241835,3.757489000730525,7.890599993090092,500,100,0.0027956589983659796,1.0,"{'Growth Department': 141.0, 'Trading/Opportunity Team': 141.0, 'Compliance Department': 141.0, 'Operations Department': 133.56183975966871, 'Risk Department': 133.1094000069099}",141.0,141.0,133.56183975966871,133.1094000069099,0.15,0.05,standard,,,
adaptive_voting,9,69.65526566723565,58.59542036710368,False,,100,670.0,130.8312772512097,654.1563862560486,3.9074111485939964,3.902984399184383,8.577705934761042,500,100,0.002694021000934299,1.0,"{'Growth Department': 134.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 134.0, 'Operations Department': 126.7340921908096, 'Risk Department': 125.42229406523896}",134.0,134.0,126.7340921908096,125.42229406523896,0.15,0.05,standard,,,
centralized_profit,0,3.0786151252452214,38.106671124299126,True,12.0,13,116.0,9.752166108605428,48.76083054302714,17.632444736066738,15.97576520002897,43.0,78,13,0.0005067630008852575,0.23076923076923078,"{'Growth Department': 28.0, 'Trading/Opportunity Team': 26.0, 'Compliance Department': -15.0, 'Operations Department': 1.7972203995828844, 'Risk Department': 7.963610143444254}",27.0,-15.0,1.7972203995828844,7.963610143444254,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,1,4.070568145905973,40.36210059339406,True,24.0,25,217.0,29.485490750625388,147.42745375312694,22.326145900597204,20.443832021901674,50.0,150,25,0.0007697850014665164,0.4,"{'Growth Department': 55.0, 'Trading/Opportunity Team': 52.0, 'Compliance Department': 5.0, 'Operations Department': 12.461588121267482, 'Risk Department': 22.965865631859472}",53.5,5.0,12.461588121267482,22.965865631859472,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,2,0.0,51.10650466570551,True,26.0,27,257.0,40.24738491326726,201.2369245663363,22.626231426513606,21.135363038545524,50.0,162,27,0.0008626960006949957,0.2222222222222222,"{'Growth Department': 66.0, 'Trading/Opportunity Team': 65.0, 'Compliance Department': 16.0, 'Operations Department': 30.650870982046342, 'Risk Department': 23.586053584289985}",65.5,16.0,30.650870982046342,23.586053584289985,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,3,3.534506627738205,40.170087522240344,True,28.0,29,259.0,34.37254180569225,171.86270902846124,29.413687523998405,27.036472968329363,70.0,174,29,0.0008263820018328261,0.3448275862068966,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 64.0, 'Compliance Department': -3.0, 'Operations Department': 20.164452975009965, 'Risk Department': 23.69825605345127}",65.5,-3.0,20.164452975009965,23.69825605345127,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,4,1.3190669902160153,39.684052157002604,True,29.0,30,251.0,34.387371986542014,171.93685993271006,25.824393545394877,23.89845040025984,56.0,180,30,0.0008725060033611953,0.6,"{'Growth Department': 63.0, 'Trading/Opportunity Team': 62.0, 'Compliance Department': 7.0, 'Operations Department': 12.597540341281977, 'Risk Department': 27.33931959142809}",62.5,7.0,12.597540341281977,27.33931959142809,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,5,3.37126272299216,47.378209426603874,True,15.0,16,150.0,20.731525086869546,103.65762543434772,14.397373033111444,13.311613961562962,32.0,96,16,0.0004858760003116913,0.3125,"{'Growth Department': 37.0, 'Trading/Opportunity Team': 36.0, 'Compliance Department': 5.0, 'Operations Department': 15.641206891294246, 'Risk Department': 10.016418543053472}",36.5,5.0,15.641206891294246,10.016418543053472,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,6,2.8783522032420414,40.67622669188657,True,35.0,36,317.0,48.17414082875337,240.87070414376686,30.314889506588433,29.157094748786065,64.0,216,36,0.0009594650000508409,0.4166666666666667,"{'Growth Department': 84.0, 'Trading/Opportunity Team': 83.0, 'Compliance Department': 20.0, 'Operations Department': 21.531940583822283, 'Risk Department': 32.33876355994457}",83.5,20.0,21.531940583822283,32.33876355994457,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,7,4.5648781117377695,47.61965266099512,True,14.0,15,140.0,16.436958048461555,82.18479024230777,16.477273291526572,15.199945933882155,40.0,90,15,0.0004459140000108164,0.13333333333333333,"{'Growth Department': 34.0, 'Trading/Opportunity Team': 33.0, 'Compliance Department': -6.0, 'Operations Department': 11.16774831434886, 'Risk Department': 10.017041927958921}",33.5,-6.0,11.16774831434886,10.017041927958921,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,8,2.823307008230664,38.97606179871757,True,24.0,25,217.0,29.415189012663564,147.07594506331782,22.84751683953717,21.057813235030956,50.0,150,25,0.00068157899659127,0.48,"{'Growth Department': 54.0, 'Trading/Opportunity Team': 54.0, 'Compliance Department': 4.0, 'Operations Department': 11.203019752892684, 'Risk Department': 23.872925310425117}",54.0,4.0,11.203019752892684,23.872925310425117,0.15,0.05,standard,0.0,Growth Department,profit
centralized_profit,9,2.3788160983236715,39.81835286820843,True,23.0,24,212.0,27.44728058473813,137.23640292369066,23.293205924479516,21.56822639985125,53.0,144,24,0.0006234530010260642,0.375,"{'Growth Department': 54.0, 'Trading/Opportunity Team': 52.0, 'Compliance Department': 1.0, 'Operations Department': 12.417462972003033, 'Risk Department': 17.818939951687625}",53.0,1.0,12.417462972003033,17.818939951687625,0.15,0.05,standard,0.0,Growth Department,profit
centralized_sustainability,0,56.87797473522903,62.44356048181432,False,,100,602.0,117.84310290974236,589.2155145487118,10.531127058315016,11.653795754944587,30.035058663180692,600,100,0.002264650000142865,0.99,"{'Growth Department': 125.0, 'Trading/Opportunity Team': 125.0, 'Compliance Department': 125.0, 'Operations Department': 119.25057321189253, 'Risk Department': 94.96494133681931}",125.0,125.0,119.25057321189253,94.96494133681931,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,1,56.31259919570437,67.39953266372687,False,,100,614.0,121.42694764069002,607.1347382034501,11.956883774895987,13.28232168233109,34.86526179654996,600,100,0.0022938410002097953,0.98,"{'Growth Department': 130.0, 'Trading/Opportunity Team': 125.0, 'Compliance Department': 130.0, 'Operations Department': 127.0, 'Risk Department': 95.13473820345004}",127.5,130.0,127.0,95.13473820345004,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,2,66.84228380175124,64.29479853283256,False,,100,634.0,124.42130781495136,622.1065390747568,13.017314655986924,13.791046071528772,36.46475567467512,600,100,0.002227618999313563,0.96,"{'Growth Department': 131.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 134.0, 'Operations Department': 125.57129474943196, 'Risk Department': 97.53524432532488}",132.5,134.0,125.57129474943196,97.53524432532488,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,3,61.61058771489925,68.37572761696214,False,,100,677.0,133.84811500047607,669.2405750023803,16.40301599923831,19.3503368491647,49.75942499761972,600,100,0.002215122996858554,0.96,"{'Growth Department': 144.0, 'Trading/Opportunity Team': 144.0, 'Compliance Department': 145.0, 'Operations Department': 141.0, 'Risk Department': 95.24057500238028}",144.0,145.0,141.0,95.24057500238028,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,4,58.9833242370781,65.95105505478399,False,,100,654.0,129.4249358120804,647.1246790604021,15.00010270067136,17.23156705896956,44.875320939598,600,100,0.0022210429997358005,0.95,"{'Growth Department': 139.0, 'Trading/Opportunity Team': 138.0, 'Compliance Department': 140.0, 'Operations Department': 135.0, 'Risk Department': 95.124679060402}",138.5,140.0,135.0,95.124679060402,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,5,66.445214645836,65.02022478328122,False,,100,630.0,123.46167023325623,617.3083511662811,13.384800706627809,14.491681820801926,37.963355582704864,600,100,0.002059462000033818,0.99,"{'Growth Department': 131.0, 'Trading/Opportunity Team': 133.0, 'Compliance Department': 133.0, 'Operations Department': 125.27170674898592, 'Risk Department': 95.03664441729514}",132.0,133.0,125.27170674898592,95.03664441729514,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,6,69.31725039896723,66.84426271493311,False,,100,640.0,126.59516091024707,632.9758045512353,12.647742543604672,14.850136961675856,38.0241954487646,600,100,0.002253130998724373,0.97,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 134.0, 'Compliance Department': 135.0, 'Operations Department': 132.0, 'Risk Department': 96.9758045512354}",134.5,135.0,132.0,96.9758045512354,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,7,61.469040026766635,60.449394170385304,False,,100,601.0,116.36432060789757,581.8216030394879,12.38160632093394,12.142900107087478,30.20664254532501,600,100,0.0021609819996228907,0.97,"{'Growth Department': 125.0, 'Trading/Opportunity Team': 126.0, 'Compliance Department': 126.0, 'Operations Department': 109.0282455848129, 'Risk Department': 95.79335745467499}",125.5,126.0,109.0282455848129,95.79335745467499,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,8,67.39912437020949,67.4594158139114,False,,100,669.0,132.30460870329233,661.5230435164616,15.352626074732292,17.49397951329082,45.476956483538416,600,100,0.002234305997262709,0.95,"{'Growth Department': 140.0, 'Trading/Opportunity Team': 143.0, 'Compliance Department': 143.0, 'Operations Department': 138.0, 'Risk Department': 97.52304351646158}",141.5,143.0,138.0,97.52304351646158,0.15,0.05,standard,2.0,Compliance Department,sustainability
centralized_sustainability,9,72.22191861851348,66.93485830787927,False,,100,626.0,123.74823883879324,618.7411941939662,12.402817857930827,14.094276761662307,37.258805806033834,600,100,0.002229710000392515,0.97,"{'Growth Department': 132.0, 'Trading/Opportunity Team': 129.0, 'Compliance Department': 133.0, 'Operations Department': 129.0, 'Risk Department': 95.74119419396617}",130.5,133.0,129.0,95.74119419396617,0.15,0.05,standard,2.0,Compliance Department,sustainability
