mechanism,seed,final_reserve,average_reserve,liquidity_crisis,time_to_crisis,steps_survived,total_withdrawal,average_reward,social_welfare,mean_absolute_reward_gap,reward_std,reward_range,total_messages,total_rounds,wall_time_seconds,debate_override_rate,reward_per_department,reward_profit,reward_sustainability,reward_balanced,reward_risk_averse,recovery_noise_std,shock_probability,composition,leader_index,leader_name,leader_role
adaptive_voting,3,36.774106593195405,61.84817550233723,False,,100,675.0,132.55208770639177,662.7604385319589,3.0580284662611983,3.0356906584548238,6.873116446091416,500,100,0.0026316619987483136,1.0,"{'Growth Department': 135.0, 'Trading/Opportunity Team': 135.0, 'Compliance Department': 135.0, 'Operations Department': 129.63355497805034, 'Risk Department': 128.12688355390858}",135.0,135.0,129.63355497805034,128.12688355390858,0.01,0.1,standard,,,
adaptive_voting,4,49.6294821563518,62.20629170448679,False,,100,680.0,134.4839968644746,672.419984322373,2.2706177395312444,2.575145830840132,6.611345194443373,500,100,0.002661228001670679,1.0,"{'Growth Department': 136.0, 'Trading/Opportunity Team': 136.0, 'Compliance Department': 136.0, 'Operations Department': 135.03132951681647, 'Risk Department': 129.38865480555663}",136.0,136.0,135.03132951681647,129.38865480555663,0.01,0.1,standard,,,
adaptive_voting,5,50.89298323782491,59.31505476175692,False,,100,640.0,125.5369272251374,627.684636125687,3.1060441604770337,3.0746265422876435,7.097412128668438,500,100,0.0025452570007473696,1.0,"{'Growth Department': 128.0, 'Trading/Opportunity Team': 128.0, 'Compliance Department': 128.0, 'Operations Department': 122.78204825435542, 'Risk Department': 120.90258787133156}",128.0,128.0,122.78204825435542,120.90258787133156,0.01,0.1,standard,,,
adaptive_voting,6,59.755197314943445,60.246494048460235,False,,100,680.0,134.12902174115172,670.6451087057586,2.574886550417955,2.6361790257511655,6.7381496458708625,500,100,0.002758583999820985,1.0,"{'Growth Department': 136.0, 'Trading/Opportunity Team': 136.0, 'Compliance Department': 136.0, 'Operations Department': 133.3832583516295, 'Risk Department': 129.26185035412914}",136.0,136.0,133.3832583516295,129.26185035412914,0.01,0.1,standard,,,
adaptive_voting,7,50.08366002292684,63.00982090246086,False,,100,665.0,130.81751883864084,654.0875941932042,2.7691906989963444,2.738137890858714,6.395036061931322,500,100,0.002767972997389734,1.0,"{'Growth Department': 133.0, 'Trading/Opportunity Team': 133.0, 'Compliance Department': 133.0, 'Operations Department': 128.4826302551355, 'Risk Department': 126.60496393806868}",133.0,133.0,128.4826302551355,126.60496393806868,0.01,0.1,standard,,,
adaptive_voting,8,3.2179961495849483,52.294819466263704,True,71.0,72,490.0,81.82746423262756,409.1373211631378,12.131316923830296,11.63001817444068,25.410365386969673,360,72,0.002148542000213638,1.0,"{'Growth Department': 93.0, 'Trading/Opportunity Team': 93.0, 'Compliance Department': 68.0, 'Operations Department': 67.58963461303033, 'Risk Department': 87.54768655010744}",93.0,68.0,67.58963461303033,87.54768655010744,0.01,0.1,standard,,,
adaptive_voting,9,69.98975267678306,52.39833739140967,False,,100,640.0,121.79510884343718,608.9755442171859,8.857304914853856,9.427531967789994,24.333699935022423,500,100,0.0028535839992400724,1.0,"{'Growth Department': 128.0, 'Trading/Opportunity Team': 128.0, 'Compliance Department': 128.0, 'Operations Department': 103.66630006497758, 'Risk Department': 121.30924415220825}",128.0,128.0,103.66630006497758,121.30924415220825,0.01,0.1,standard,,,
centralized_profit,0,4.83966494018177,35.034170707337424,True,24.0,25,204.0,24.769219469734985,123.84609734867492,26.280111352020594,24.051828003489966,57.0,150,25,0.0008653529985167552,0.52,"{'Growth Department': 53.0, 'Trading/Opportunity Team': 51.0, 'Compliance Department': -4.0, 'Operations Department': 0.7493040498712835, 'Risk Department': 23.096793298803632}",52.0,-4.0,0.7493040498712835,23.096793298803632,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,1,4.536420894210252,41.69968846566839,True,25.0,26,227.0,30.763692624406595,153.81846312203297,24.521118022501096,22.295496622088837,57.0,156,26,0.0009018669989018235,0.34615384615384615,"{'Growth Department': 58.0, 'Trading/Opportunity Team': 55.0, 'Compliance Department': 1.0, 'Operations Department': 15.743012359368148, 'Risk Department': 24.075450762664815}",56.5,1.0,15.743012359368148,24.075450762664815,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,2,3.5739198937889896,40.562864140860015,True,25.0,26,225.0,33.34512897436748,166.72564487183743,20.570441593176145,19.588895222906356,44.28262997867545,156,26,0.0009012470000016037,0.46153846153846156,"{'Growth Department': 57.0, 'Trading/Opportunity Team': 57.0, 'Compliance Department': 17.0, 'Operations Department': 12.71737002132455, 'Risk Department': 23.0082748505129}",57.0,17.0,12.71737002132455,23.0082748505129,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,3,0.0,41.809575848365505,True,35.0,36,311.0,47.04585171756783,235.22925858783915,28.914285278298458,27.592527962852234,63.0,216,36,0.001106604999222327,0.4722222222222222,"{'Growth Department': 82.0, 'Trading/Opportunity Team': 79.0, 'Compliance Department': 19.0, 'Operations Department': 24.285717010634645, 'Risk Department': 30.94354157720452}",80.5,19.0,24.285717010634645,30.94354157720452,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,4,0.6655486594758733,40.964949335995826,True,31.0,32,274.0,38.30428080220271,191.52140401101357,29.635677018941493,27.240467145114103,67.0,192,32,0.001012007000099402,0.4375,"{'Growth Department': 70.0, 'Trading/Opportunity Team': 70.0, 'Compliance Department': 3.0, 'Operations Department': 18.777018631615665, 'Risk Department': 29.744385379397908}",70.0,3.0,18.777018631615665,29.744385379397908,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,5,0.0,43.40557128757246,True,14.0,15,145.0,17.16786258727847,85.83931293639235,17.6,16.15234844675813,42.0,90,15,0.0005095310007163789,0.06666666666666667,"{'Growth Department': 36.0, 'Trading/Opportunity Team': 35.0, 'Compliance Department': -6.0, 'Operations Department': 11.839312936392343, 'Risk Department': 8.999999999999996}",35.5,-6.0,11.839312936392343,8.999999999999996,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,6,1.5608341759882212,40.983746587424015,True,35.0,36,311.0,46.14658712970137,230.73293564850687,30.7402153939024,29.00743697976456,66.0,216,36,0.0010349929980293382,0.4444444444444444,"{'Growth Department': 82.0, 'Trading/Opportunity Team': 80.0, 'Compliance Department': 16.0, 'Operations Department': 19.87365378811001, 'Risk Department': 32.85928186039686}",81.0,16.0,19.87365378811001,32.85928186039686,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,7,4.619679310973632,41.247127887737555,True,28.0,29,243.0,33.265133624410325,166.3256681220516,27.479524889923525,25.278172022917317,61.0,174,29,0.0008140869977069087,0.5172413793103449,"{'Growth Department': 64.0, 'Trading/Opportunity Team': 62.0, 'Compliance Department': 3.0, 'Operations Department': 12.252969437977956, 'Risk Department': 25.072698684073668}",63.0,3.0,12.252969437977956,25.072698684073668,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,8,3.5745693343456093,41.63638918754482,True,27.0,28,252.0,35.61681660299702,178.08408301498508,27.503337235241087,25.31441221780279,63.0,168,28,0.000832718000310706,0.35714285714285715,"{'Growth Department': 65.0, 'Trading/Opportunity Team': 65.0, 'Compliance Department': 2.0, 'Operations Department': 19.104142279743215, 'Risk Department': 26.97994073524189}",65.0,2.0,19.104142279743215,26.97994073524189,0.01,0.1,standard,0.0,Growth Department,profit
centralized_profit,9,0.0,41.84097377138862,True,19.0,20,182.0,24.557842722337075,122.78921361168537,17.953694288905286,17.01589923069874,41.0,120,20,0.000580944000830641,0.35,"{'Growth Department': 46.0, 'Trading/Opportunity Team': 44.0, 'Compliance Department': 5.0, 'Operations Department': 13.789410694341964, 'Risk Department': 13.999802917343395}",45.0,5.0,13.789410694341964,13.999802917343395,0.01,0.1,standard,0.0,Growth Department,profit
centralized_sustainability,0,65.05527662344831,60.989913741657936,False,,100,580.0,113.64967234776607,568.2483617388303,7.582377708346462,8.002250281724953,20.63822241599567,600,100,0.0024559529992984608,0.99,"{'Growth Department': 119.0, 'Trading/Opportunity Team': 119.0, 'Compliance Department': 119.0, 'Operations Department': 112.88658415482595, 'Risk Department': 98.36177758400433}",119.0,119.0,112.88658415482595,98.36177758400433,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,1,64.26837473708197,66.53170237909735,False,,100,596.0,118.07871024074518,590.3935512037259,9.314063614807724,10.426838020066073,27.606448796274137,600,100,0.0025147850028588437,0.97,"{'Growth Department': 124.0, 'Trading/Opportunity Team': 121.0, 'Compliance Department': 125.0, 'Operations Department': 123.0, 'Risk Department': 97.39355120372586}",122.5,125.0,123.0,97.39355120372586,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,2,59.57687886088384,60.92815174148856,False,,100,582.0,114.22082491020527,571.1041245510263,9.49243294678945,9.4209163352752,25.431830468460433,600,100,0.0024914940004236996,0.95,"{'Growth Department': 119.0, 'Trading/Opportunity Team': 121.0, 'Compliance Department': 122.0, 'Operations Department': 112.5359550194868, 'Risk Department': 96.56816953153957}",120.0,122.0,112.5359550194868,96.56816953153957,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,3,60.570278579669036,66.93872879403311,False,,100,621.0,123.09709751208125,615.4854875604062,11.364643980670003,12.891417341750463,33.51451243959376,600,100,0.0024963409996416885,0.96,"{'Growth Department': 131.0, 'Trading/Opportunity Team': 129.0, 'Compliance Department': 131.0, 'Operations Department': 127.0, 'Risk Department': 97.48548756040624}",130.0,131.0,127.0,97.48548756040624,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,4,66.44411797390661,66.9098173768886,False,,100,632.0,125.3347494914949,626.6737474574745,12.264400813608136,13.936741311422816,36.326252542525424,600,100,0.002373385999817401,0.95,"{'Growth Department': 133.0, 'Trading/Opportunity Team': 133.0, 'Compliance Department': 134.0, 'Operations Department': 129.0, 'Risk Department': 97.67374745747458}",133.0,134.0,129.0,97.67374745747458,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,5,68.24455853292181,65.1450440314972,False,,100,591.0,116.83680824807475,584.1840412403737,9.05420903106975,10.364566901716893,26.77284768455965,600,100,0.002316538000741275,0.99,"{'Growth Department': 122.0, 'Trading/Opportunity Team': 123.0, 'Compliance Department': 123.0, 'Operations Department': 119.95688892493337, 'Risk Department': 96.22715231544035}",122.5,123.0,119.95688892493337,96.22715231544035,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,6,66.50943922658094,67.74862334194862,False,,100,625.0,123.95281181276214,619.7640590638107,9.835501099580574,11.175204120664864,29.235940936189294,600,100,0.002335528999537928,0.97,"{'Growth Department': 131.0, 'Trading/Opportunity Team': 128.0, 'Compliance Department': 131.0, 'Operations Department': 128.0, 'Risk Department': 101.7640590638107}",129.5,131.0,128.0,101.7640590638107,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,7,58.614511167798504,67.15137851940737,False,,100,629.0,124.66066127672207,623.3033063836103,12.75457464076765,14.027871252036809,37.019397888408136,600,100,0.0022546630025317427,0.97,"{'Growth Department': 133.0, 'Trading/Opportunity Team': 132.0, 'Compliance Department': 134.0, 'Operations Department': 127.32270427201846, 'Risk Department': 96.98060211159186}",132.5,134.0,127.32270427201846,96.98060211159186,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,8,59.20677792382314,61.258960251062746,False,,100,613.0,119.92860782859907,599.6430391429953,11.937723716363505,11.965251450187855,31.253812370267227,600,100,0.0023921310021250974,0.95,"{'Growth Department': 127.0, 'Trading/Opportunity Team': 129.0, 'Compliance Department': 129.0, 'Operations Department': 116.89685151326255, 'Risk Department': 97.74618762973277}",128.0,129.0,116.89685151326255,97.74618762973277,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_sustainability,9,68.4778933960034,65.82966121349551,False,,100,606.0,120.04805510875251,600.2402755437626,9.189824518063192,10.42934350915613,27.676678781657486,600,100,0.002328137001313735,0.97,"{'Growth Department': 126.0, 'Trading/Opportunity Team': 124.0, 'Compliance Department': 127.0, 'Operations Department': 123.91695432542002, 'Risk Department': 99.32332121834251}",125.0,127.0,123.91695432542002,99.32332121834251,0.01,0.1,standard,2.0,Compliance Department,sustainability
centralized_risk_averse,0,70.5424214218695,65.00284607563466,False,,100,554.0,109.40642878125031,547.0321439062516,3.220147022822234,3.013385724315698,7.0,600,100,0.0023319749998336192,0.96,"{'Growth Department': 113.0, 'Trading/Opportunity Team': 113.0, 'Compliance Department': 106.0, 'Operations Department': 108.15806279889054, 'Risk Department': 106.87408110736104}",113.0,106.0,108.15806279889054,106.87408110736104,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,1,70.23425970062303,70.57397204374755,False,,100,539.0,106.92694252017733,534.6347126008867,2.4584459838581303,2.2287809540368655,6.0,600,100,0.002391622998402454,0.96,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 109.0, 'Compliance Department': 104.0, 'Operations Department': 106.0, 'Risk Department': 105.63471260088669}",109.5,104.0,106.0,105.63471260088669,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,2,50.754249698138494,60.558961428288676,False,,100,568.0,110.22895594972866,551.1447797486433,6.693683879242571,6.023178104115852,15.917762122633036,600,100,0.002238001998193795,0.95,"{'Growth Department': 116.0, 'Trading/Opportunity Team': 117.0, 'Compliance Department': 106.0, 'Operations Department': 101.08223787736696, 'Risk Department': 111.06254187127632}",116.5,106.0,101.08223787736696,111.06254187127632,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,3,65.77283844412383,73.61927729438766,False,,100,534.0,106.09025190565312,530.4512595282656,1.8477984754774979,1.694571923313842,4.0,600,100,0.003969781999330735,0.98,"{'Growth Department': 108.0, 'Trading/Opportunity Team': 108.0, 'Compliance Department': 104.0, 'Operations Department': 106.0, 'Risk Department': 104.45125952826564}",108.0,104.0,106.0,104.45125952826564,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,4,70.30287509271847,74.04454372299092,False,,100,541.0,107.56984494755527,537.8492247377764,2.24,2.068773397858127,5.0,600,100,0.002589363997685723,0.97,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 110.0, 'Compliance Department': 105.0, 'Operations Department': 106.0, 'Risk Department': 106.84922473777632}",110.0,105.0,106.0,106.84922473777632,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,5,68.05624141480703,69.97167184192857,False,,100,537.0,106.43988866849892,532.1994433424946,2.336531178515588,2.1744896753254173,5.0,600,100,0.002421286000753753,0.97,"{'Growth Department': 109.0, 'Trading/Opportunity Team': 109.0, 'Compliance Department': 104.0, 'Operations Department': 105.80276320821707, 'Risk Department': 104.39668013427757}",109.0,104.0,105.80276320821707,104.39668013427757,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,6,74.9173288491401,70.98250064569163,False,,100,568.0,112.82505770512167,564.1252885256083,3.68,3.372318881184357,10.0,600,100,0.0026137710010516457,0.95,"{'Growth Department': 117.0, 'Trading/Opportunity Team': 115.0, 'Compliance Department': 107.0, 'Operations Department': 112.0, 'Risk Department': 113.12528852560825}",116.0,107.0,112.0,113.12528852560825,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,7,71.45280388328267,73.54901756594582,False,,100,544.0,108.11457295403906,540.5728647701953,1.576683273537501,1.547325444446869,3.4271352298046907,600,100,0.0024521010018361267,0.97,"{'Growth Department': 110.0, 'Trading/Opportunity Team': 110.0, 'Compliance Department': 107.0, 'Operations Department': 107.0, 'Risk Department': 106.57286477019531}",110.0,107.0,107.0,106.57286477019531,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,8,69.19338749301033,68.52952980031017,False,,100,557.0,110.37319792166389,551.8659896083194,3.2214416626688966,2.884080308339849,8.0,600,100,0.0025052199998754077,0.96,"{'Growth Department': 113.0, 'Trading/Opportunity Team': 114.0, 'Compliance Department': 106.0, 'Operations Department': 110.0, 'Risk Department': 108.8659896083194}",113.5,106.0,110.0,108.8659896083194,0.01,0.1,standard,4.0,Risk Department,risk_averse
centralized_risk_averse,9,74.20432984032996,68.95731600387472,False,,100,558.0,110.54457764392437,552.7228882196218,3.2820615799287793,2.9609395736885182,9.0,600,100,0.0025250079997931607,0.95,"{'Growth Department': 115.0, 'Trading/Opportunity Team': 112.0, 'Compliance Department': 106.0, 'Operations Department': 109.48711512544513, 'Risk Department': 110.23577309417675}",113.5,106.0,109.48711512544513,110.23577309417675,0.01,0.1,standard,4.0,Risk Department,risk_averse
structured_debate,0,1.7067790405204413,36.311227908346936,True,19.0,20,172.0,18.438600943421466,92.19300471710733,26.054580938192494,23.56038279223636,60.0,300,40,0.0009122369992837775,0.2,"{'Growth Department': 46.0, 'Trading/Opportunity Team': 44.0, 'Compliance Department': -14.0, 'Operations Department': 1.158869136296917, 'Risk Department': 15.034135580810409}",45.0,-14.0,1.158869136296917,15.034135580810409,0.01,0.1,standard,,,
structured_debate,1,4.633810725075946,45.923330215263704,True,27.0,28,241.0,36.71655510460732,183.58277552303662,20.625171805679756,18.92414178787862,48.0,420,56,0.001108546999603277,0.5,"{'Growth Department': 61.0, 'Trading/Opportunity Team': 57.0, 'Compliance Department': 13.0, 'Operations Department': 28.49009930853508, 'Risk Department': 24.092676214501516}",59.0,13.0,28.49009930853508,24.092676214501516,0.01,0.1,standard,,,
structured_debate,2,0.0,43.18264943874358,True,31.0,32,265.0,38.69474698309956,193.4737349154978,24.1618267243183,21.97388608893812,59.0,480,64,0.0013185040006646886,0.59375,"{'Growth Department': 61.0, 'Trading/Opportunity Team': 66.0, 'Compliance Department': 7.0, 'Operations Department': 31.485151942487164, 'Risk Department': 27.98858297301065}",63.5,7.0,31.485151942487164,27.98858297301065,0.01,0.1,standard,,,
structured_debate,3,4.436542742635956,49.39163167371147,True,39.0,40,338.0,55.12756812555019,275.63784062775096,27.345803063223567,24.428577575969097,64.0,600,80,0.0014148379996186122,0.65,"{'Growth Department': 85.0, 'Trading/Opportunity Team': 78.0, 'Compliance Department': 21.0, 'Operations Department': 56.54910977289825, 'Risk Department': 35.08873085485273}",81.5,21.0,56.54910977289825,35.08873085485273,0.01,0.1,standard,,,
structured_debate,4,1.9946617237938398,45.72034564308665,True,35.0,36,299.0,46.59173258549153,232.95866292745762,24.633617082483863,22.240481074640087,59.0,540,72,0.001404247999744257,0.6388888888888888,"{'Growth Department': 69.0, 'Trading/Opportunity Team': 75.0, 'Compliance Department': 16.0, 'Operations Department': 39.91876969298175, 'Risk Department': 33.03989323447588}",72.0,16.0,39.91876969298175,33.03989323447588,0.01,0.1,standard,,,
structured_debate,5,0.0,46.799006534806495,True,15.0,16,146.0,19.732697305684788,98.66348652842395,13.6,12.76553288604533,30.0,240,32,0.0006455420007114299,0.375,"{'Growth Department': 35.0, 'Trading/Opportunity Team': 35.0, 'Compliance Department': 5.0, 'Operations Department': 13.663486528423945, 'Risk Department': 10.0}",35.0,5.0,13.663486528423945,10.0,0.01,0.1,standard,,,
structured_debate,6,4.36144356257385,46.70537055423231,True,39.0,40,340.0,53.453610521628015,267.26805260814007,28.466043380599764,26.07422861717247,66.0,600,80,0.0013301020007929765,0.6,"{'Growth Department': 83.0, 'Trading/Opportunity Team': 84.0, 'Compliance Department': 18.0, 'Operations Department': 45.180823736888584, 'Risk Department': 37.08722887125149}",83.5,18.0,45.180823736888584,37.08722887125149,0.01,0.1,standard,,,
structured_debate,7,0.5307606297252221,42.671489203647624,True,27.0,28,237.0,30.323215222314936,151.61607611157467,27.743126256163176,25.414073276156913,68.0,420,56,0.0009608620021026582,0.5,"{'Growth Department': 60.0, 'Trading/Opportunity Team': 57.0, 'Compliance Department': -8.0, 'Operations Department': 19.605460898980162, 'Risk Department': 23.01061521259451}",58.5,-8.0,19.605460898980162,23.01061521259451,0.01,0.1,standard,,,
structured_debate,8,3.6781173531600047,47.79663211146473,True,30.0,31,272.0,42.74859814938061,213.74299074690305,23.668230024469885,21.860239526751293,55.0,465,62,0.0011009480003849603,0.5161290322580645,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 70.0, 'Compliance Department': 15.0, 'Operations Department': 32.66942839983982, 'Risk Department': 29.073562347063202}",68.5,15.0,32.66942839983982,29.073562347063202,0.01,0.1,standard,,,
structured_debate,9,0.0,46.690549965649446,True,21.0,22,192.0,26.386746912740865,131.93373456370432,19.36,17.583624083779952,46.0,330,44,0.000752681000449229,0.45454545454545453,"{'Growth Department': 48.0, 'Trading/Opportunity Team': 45.0, 'Compliance Department': 2.0, 'Operations Department': 20.933734563704327, 'Risk Department': 16.0}",46.5,2.0,20.933734563704327,16.0,0.01,0.1,standard,,,
independent,0,1.1434150169653474,42.50255999428263,True,23.0,24,228.0,30.051084246386704,150.25542123193352,29.722791530944924,27.130182340734702,70.0,0,0,0.0006218689995876048,0.0,"{'Growth Department': 62.0, 'Trading/Opportunity Team': 60.0, 'Compliance Department': -8.0, 'Operations Department': 14.232552931594231, 'Risk Department': 22.022868300339304}",61.0,-8.0,14.232552931594231,22.022868300339304,0.05,0.0,standard,,,
independent,1,3.4886972427777767,44.14594400344369,True,25.0,26,246.0,34.75374760941654,173.7687380470827,28.368165743643658,26.02417468417453,67.0,0,0,0.0006728830012434628,0.0,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 63.0, 'Compliance Department': 0.0, 'Operations Department': 19.69896410222713, 'Risk Department': 24.06977394485556}",65.0,0.0,19.69896410222713,24.06977394485556,0.05,0.0,standard,,,
independent,2,0.0,42.38442702093319,True,25.0,26,249.0,35.02107047775063,175.10535238875315,27.823143617799495,25.683520760618237,64.0,0,0,0.0007458059990312904,0.0,"{'Growth Department': 63.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': 4.0, 'Operations Department': 17.10535238875314, 'Risk Department': 22.999999999999996}",65.5,4.0,17.10535238875314,22.999999999999996,0.05,0.0,standard,,,
independent,3,0.8619550525342987,41.465689315675164,True,25.0,26,246.0,33.30919530127153,166.54597650635765,29.185065843484153,26.92894154659501,68.0,0,0,0.0006414859999495093,0.0,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 63.0, 'Compliance Department': -1.0, 'Operations Department': 16.593338478224034, 'Risk Department': 20.952638028133602}",65.0,-1.0,16.593338478224034,20.952638028133602,0.05,0.0,standard,,,
independent,4,4.988596925453685,43.55395360979359,True,25.0,26,249.0,36.51809893562152,182.59049467810763,26.304720640311483,24.612580841294207,60.0,0,0,0.0006438929995056242,0.0,"{'Growth Department': 64.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': 8.0, 'Operations Department': 19.595495998053217, 'Risk Department': 22.994998680054398}",66.0,8.0,19.595495998053217,22.994998680054398,0.05,0.0,standard,,,
independent,5,2.9715848782412912,42.82218360014706,True,25.0,26,247.0,34.95574870917952,174.77874354589758,29.16491010426676,27.412667134038134,67.0,0,0,0.0005970290003460832,0.0,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 68.0, 'Compliance Department': 1.0, 'Operations Department': 18.719311848332758, 'Risk Department': 20.059431697564825}",67.5,1.0,18.719311848332758,20.059431697564825,0.05,0.0,standard,,,
independent,6,2.077211977644465,42.277303382865114,True,27.0,28,270.0,40.138864882665175,200.6943244133259,29.015555172196315,27.87432882945369,63.0,0,0,0.0006219329989107791,0.0,"{'Growth Department': 73.0, 'Trading/Opportunity Team': 75.0, 'Compliance Department': 12.0, 'Operations Department': 17.652780173773024, 'Risk Department': 23.041544239552888}",74.0,12.0,17.652780173773024,23.041544239552888,0.05,0.0,standard,,,
independent,7,4.043726442974824,43.966351825765884,True,23.0,24,230.0,33.17554754299489,165.87773771497444,26.432501890221605,24.66935381083793,61.0,0,0,0.0005350350002117921,0.0,"{'Growth Department': 64.0, 'Trading/Opportunity Team': 61.0, 'Compliance Department': 3.0, 'Operations Department': 17.79686318611497, 'Risk Department': 20.080874528859496}",62.5,3.0,17.79686318611497,20.080874528859496,0.05,0.0,standard,,,
independent,8,1.3380353466848298,40.34995355317293,True,25.0,26,254.0,37.03517685260334,185.1758842630167,28.776140231026712,26.561111005075656,65.0,0,0,0.0005766229987784754,0.0,"{'Growth Department': 67.0, 'Trading/Opportunity Team': 70.0, 'Compliance Department': 5.0, 'Operations Department': 17.149123556083037, 'Risk Department': 26.026760706933693}",68.5,5.0,17.149123556083037,26.026760706933693,0.05,0.0,standard,,,
independent,9,3.98367118333635,42.52650140604373,True,26.0,27,262.0,38.74742391590213,193.73711957951065,28.692944117544677,27.20439260279115,65.0,0,0,0.0005587610030488577,0.0,"{'Growth Department': 73.0, 'Trading/Opportunity Team': 70.0, 'Compliance Department': 8.0, 'Operations Department': 20.669099265345785, 'Risk Department': 22.068020314164876}",71.5,8.0,20.669099265345785,22.068020314164876,0.05,0.0,standard,,,
voting,0,4.68155662833238,35.2525056208761,True,31.0,32,280.0,40.74375991412727,203.71879957063635,13.179999535308747,12.966283541289831,33.68749854783984,160,32,0.0009149739998974837,1.0,"{'Growth Department': 51.0, 'Trading/Opportunity Team': 51.0, 'Compliance Department': 36.0, 'Operations Department': 17.312501452160163, 'Risk Department': 48.40629811847617}",51.0,36.0,17.312501452160163,48.40629811847617,0.05,0.0,standard,,,
voting,1,4.671873209648229,37.2946084997819,True,24.0,25,235.0,32.33872415309283,161.69362076546417,11.508673064236064,11.071976204090916,25.9646033257377,125,25,0.0007613029993081,1.0,"{'Growth Department': 42.0, 'Trading/Opportunity Team': 42.0, 'Compliance Department': 22.0, 'Operations Department': 16.0353966742623, 'Risk Department': 39.65822409120186}",42.0,22.0,16.0353966742623,39.65822409120186,0.05,0.0,standard,,,
voting,2,2.307148105406319,34.91738716949512,True,19.0,20,200.0,20.858997543757624,104.29498771878812,18.19305646864825,17.839040949766634,45.0,100,20,0.0006386580025719013,1.0,"{'Growth Department': 35.0, 'Trading/Opportunity Team': 35.0, 'Compliance Department': -10.0, 'Operations Department': 11.29339707094843, 'Risk Department': 33.00159064783969}",35.0,-10.0,11.29339707094843,33.00159064783969,0.05,0.0,standard,,,
voting,3,0.08009168956653845,33.868472127173916,True,24.0,25,230.0,25.56218065378777,127.81090326893886,19.196486874828246,18.638350184954753,45.0,125,25,0.0007350570012931712,1.0,"{'Growth Department': 41.0, 'Trading/Opportunity Team': 41.0, 'Compliance Department': -4.0, 'Operations Department': 11.021957032323465, 'Risk Department': 38.78894623661538}",41.0,-4.0,11.021957032323465,38.78894623661538,0.05,0.0,standard,,,
voting,4,0.428954042169563,36.60403863445552,True,30.0,31,280.0,40.32728477810652,201.6364238905326,12.978030339337383,12.426073432118176,30.55634481042932,155,31,0.0008930559997679666,1.0,"{'Growth Department': 51.0, 'Trading/Opportunity Team': 51.0, 'Compliance Department': 31.0, 'Operations Department': 20.44365518957068, 'Risk Department': 48.19276870096192}",51.0,31.0,20.44365518957068,48.19276870096192,0.05,0.0,standard,,,
voting,5,3.9799416309759774,33.79481081980583,True,35.0,36,300.0,38.52071768852699,192.60358844263496,19.146539256525298,19.094519625507818,40.0,180,36,0.0008728840002731886,1.0,"{'Growth Department': 55.0, 'Trading/Opportunity Team': 55.0, 'Compliance Department': 15.0, 'Operations Department': 15.334129646716907, 'Risk Department': 52.26945879591804}",55.0,15.0,15.334129646716907,52.26945879591804,0.05,0.0,standard,,,
voting,6,3.6656440542863145,28.40448347311547,True,25.0,26,225.0,16.9218439356684,84.609219678342,30.140575577645876,29.795835880085043,75.0,130,26,0.0007022140016488265,1.0,"{'Growth Department': 40.0, 'Trading/Opportunity Team': 40.0, 'Compliance Department': -35.0, 'Operations Department': 1.6214026397132466, 'Risk Department': 37.987817038628755}",40.0,-35.0,1.6214026397132466,37.987817038628755,0.05,0.0,standard,,,
