mechanism,composition,scale,final_reserve_mean,final_reserve_std,average_reserve_mean,average_reserve_std,steps_survived_mean,steps_survived_std,total_withdrawal_mean,total_withdrawal_std,average_reward_mean,average_reward_std,social_welfare_mean,social_welfare_std,mean_absolute_reward_gap_mean,mean_absolute_reward_gap_std,reward_std_mean,reward_std_std,reward_range_mean,reward_range_std,total_messages_mean,total_messages_std,total_rounds_mean,total_rounds_std,wall_time_seconds_mean,wall_time_seconds_std,debate_override_rate_mean,debate_override_rate_std,crisis_rate,reward_profit_mean,reward_profit_std,reward_sustainability_mean,reward_sustainability_std,reward_balanced_mean,reward_balanced_std,reward_risk_averse_mean,reward_risk_averse_std,leader_index,leader_name,leader_role
voting,conservative,wide,22.448266307277446,24.992193861828223,45.939720200942126,7.420226353471731,76.05,25.97868559537141,544.25,164.4950407187178,88.9578215819628,42.57113933476668,444.789107909814,212.85569667383342,16.703128183092755,9.837299696088703,16.542458078725613,9.020915912208189,41.15770578448201,21.980537275734694,380.25,129.89342797685703,76.05,25.97868559537141,0.001949700099612528,0.0006955716904800234,0.9903449978463833,0.00882083383678294,0.55,106.1,35.08770964912148,84.85,54.21718022526575,68.98470421308994,42.408713864547614,100.00440369672411,33.268681305923565,,,
adaptive_voting,conservative,wide,65.83581826738411,3.3863501743619495,64.2222372781024,1.8471848719251307,100.0,0.0,656.0,17.88854381999832,129.45444133420898,3.623964279398591,647.2722066710451,18.119821396992947,2.5620149700240957,0.8764892283118167,2.9018645828740137,0.7297988326022709,7.2848002336955915,1.7076214184485672,500.0,0.0,100.0,0.0,0.0027888119999261106,0.00035469792642511263,0.9979999999999999,0.004103913408340621,0.0,131.2,3.5777087639996634,131.2,3.5777087639996634,129.25721681308622,5.032862436070172,124.41498985795874,3.5388317510989644,,,
centralized_profit,conservative,wide,3.0778437700178536,1.3620577204282467,36.87562294819292,2.5259943502554565,44.45,17.712543875071017,351.95,128.20808538424845,44.48313928461139,27.072927947960938,222.41569642305694,135.3646397398047,30.196767008973097,5.91126425030735,29.360986016796552,5.6020553855242365,81.41446023547174,15.690349575445717,266.7,106.27526325042611,44.45,17.712543875071017,0.001455973450356396,0.0006552375322470762,0.8081800680367699,0.060572644021685995,1.0,96.45,36.82029617651541,20.4,32.55505458369512,39.34151213939657,18.219988597523237,45.82418428366038,20.87321432771775,0.0,Growth Department,profit
centralized_sustainability,conservative,wide,64.29729628765826,4.323504461140308,64.11997575480162,1.5190427004796407,100.0,0.0,660.3,14.323701374038473,130.60115255667347,2.921148638513943,653.0057627833672,14.605743192569703,18.043538706884288,2.250064465535124,17.7502340223032,1.902694162270054,47.79270055496455,5.113227362800186,600.0,0.0,100.0,0.0,0.003424445849850599,0.0006817280349029568,0.9579999999999999,0.014725559590832462,0.0,144.4,4.79473395343376,136.6,3.9256243217849405,137.4984633383319,4.0250581872716795,97.90729944503543,2.3686493450029866,1.0,Compliance Department,sustainability
centralized_risk_averse,conservative,wide,69.26805118198854,7.6915330947328275,71.25065681268924,2.1882776904152594,100.0,0.0,576.3,20.45045360454332,114.27635240088743,3.9291868833168793,571.3817620044372,19.645934416584407,5.082994682020979,2.134055698607884,4.642962121346421,1.8773761033473568,12.124222361071107,4.922275587846953,600.0,0.0,100.0,0.0,0.003758223499607993,0.0005597176604478142,0.9644999999999999,0.015719582155957427,0.0,120.8,6.271069748414037,109.45,3.086046696102688,114.56941190251082,3.452680876556252,117.11235010192638,5.7952722874408,4.0,Risk Department,risk_averse
structured_debate,conservative,wide,2.2786332094622948,1.8884156558411032,37.53600089869288,2.8420356921526957,17.7,2.8672378052018894,187.5,25.785552870592195,19.14908373152351,4.192335412237672,95.74541865761753,20.961677061188364,27.67044438458019,3.2281791153149335,27.245384460631435,3.4157592333109497,75.6,9.287229488870583,265.5,43.00856707802834,35.4,5.734475610403779,0.0010625373499351554,0.0001988451031070891,0.07382048872180451,0.04686795382462907,1.0,70.1,10.150965730567606,-3.95,3.7623480910057667,18.10848313091692,5.154068760116518,15.43693552670062,4.096755124889803,,,
independent,free_rider,wide,1.1242571784162119,1.6364199015167415,36.17117956206956,2.5191475780237456,7.55,0.7591546545162482,133.85,10.737416135325942,21.21977628631865,2.16621780757386,106.09888143159324,10.831089037869301,20.98017897094508,2.8285353707773795,18.982894621762032,2.487401159052952,53.625,7.993212581210452,0.0,0.0,0.0,0.0,0.0003614873501646798,6.093012697486466e-05,0.0,0.0,1.0,27.9,2.5731406163633865,-4.4,2.945111918166492,5.473881431593233,2.6404736287837673,,,,,
voting,free_rider,wide,1.0636080254185918,1.5737957578475503,34.33516581306549,3.3040896592834605,5.85,0.9880869341680845,125.25,11.05905201990421,18.83376151013182,2.108137272077399,94.16880755065907,10.540686360386994,8.793346390127478,1.8955298973814927,8.199164857417781,1.5849076124338553,23.82722248895582,5.011085063341879,29.25,4.940434670840422,5.85,0.9880869341680845,0.00033524695008964046,4.24642763255767e-05,1.0,0.0,1.0,20.05,2.211810403980842,8.8,4.225237458291234,12.693807550659082,1.5579897742766278,,,,,
adaptive_voting,free_rider,wide,2.182371067477958,1.49993740288604,30.513663268662516,4.2020522776058895,12.75,5.3299056968057235,154.75,30.799649690420694,21.41572857321795,5.994173513732667,107.07864286608977,29.970867568663333,14.809333977819241,5.598381910859563,13.668563516125612,4.9957901443812744,38.93698022746001,14.251522486824262,63.75,26.649528484028618,12.75,5.3299056968057235,0.0005401467005867744,0.0001544792064104364,1.0,0.0,1.0,25.95,6.159929938084139,4.95,13.743802431028973,8.803642866089767,4.477056651084113,,,,,
centralized_profit,free_rider,wide,1.1538486191852368,1.5444489061544813,35.49849831212521,3.181124349192243,8.3,1.218281792655455,137.2,12.002631290460307,21.300365085950567,2.4041875870099814,106.50182542975283,12.020937935049908,20.42370793123955,2.364859896162878,18.57567669513366,2.1079403793384497,51.05,6.293062178220343,49.8,7.30969075593273,8.3,1.218281792655455,0.000575562299854937,0.00018096710470527784,0.28433441558441563,0.15006233266524957,1.0,29.65,2.92493814599467,-4.45,3.6917404253848956,5.0518254297528244,2.6993990646395956,,,0.0,Growth Department,profit
centralized_sustainability,free_rider,wide,50.87768647547772,22.516774348345322,59.76220315021097,3.689593981862485,95.85,12.533219017769072,655.55,74.90799620025116,141.30524583068012,19.93307200243907,706.5262291534007,99.66536001219535,26.493678866612452,3.8628804170128346,28.92229909417444,2.789291367152237,80.58255602247847,10.037332230694775,575.1,75.19931410661445,95.85,12.533219017769072,0.0032485412497408107,0.0005471968008446858,0.9659726230899832,0.019081321793624373,0.15,131.15,16.73092000490488,129.1,23.96905900267435,117.6512291534007,21.794394546915292,,,2.0,Compliance Department,sustainability
structured_debate,free_rider,wide,1.8167252404736367,1.9810537782574078,35.767493263004354,1.9954773356215536,11.3,1.7501879598308414,154.4,18.20468418610412,24.324551143588096,3.08162936658301,121.62275571794048,15.40814683291505,23.028359085129516,3.760533337902734,20.820933644096232,3.37725050305985,59.25,10.297546974120124,169.5,26.252819397462616,22.6,3.500375919661683,0.0006658058004177292,9.492061724523637e-05,0.5877547452547452,0.14160278224377237,1.0,31.55,3.940010686600522,-4.1,2.6337885460422137,7.472755717940489,2.0695766572233687,,,,,
independent,standard,asymmetric,1.8266662318567253,1.7919577839307501,36.674227347667816,3.185292336202455,20.95,3.2032056312059445,199.625,26.756147842475773,23.011285143332724,4.733434477884255,115.05642571666363,23.667172389421275,37.43273051109267,6.535681938228287,34.480456891879065,5.941421793315308,87.125,15.812948558231104,0.0,0.0,0.0,0.0,0.0007816042492777342,0.00015921760827810387,0.0,0.0,1.0,63.075,9.505227093829118,-22.0,11.382118940643142,2.733574292563765,5.926281135539639,8.172851424099868,3.5653391790263176,,,
voting,standard,asymmetric,2.375582726542798,2.0779586235973153,29.570241892807285,4.050880922916642,26.0,12.519458538821203,218.5,76.22853451093108,21.24336225872519,11.894085017299384,106.21681129362594,59.47042508649692,21.3963362893291,10.271504712859148,20.750412320572217,10.096805711915579,49.859647036238464,24.255304109433673,130.0,62.59729269410602,26.0,12.519458538821203,0.0011626821502431993,0.0004567783687903007,1.0,0.0,1.0,38.7,15.245706902186214,-9.3,23.283380112725993,2.832545227931573,9.603885752670124,35.28426606569436,14.007316014327229,,,
adaptive_voting,standard,asymmetric,62.58867705361125,10.676733184646684,65.02537322359701,2.1536682191961622,100.0,0.0,642.0,24.30074722697789,125.52201854592215,4.682823095950413,627.6100927296106,23.414115479752066,4.071764925993817,0.9845588373784663,4.441021884871094,0.7937044338144335,11.058623517072045,1.7023811812118275,500.0,0.0,100.0,0.0,0.003386984599819698,0.00026783561079594384,1.0,0.0,0.0,128.4,4.860149445395579,128.4,4.860149445395579,124.72484714623003,5.568319545853026,117.68524558338063,4.822422810834218,,,
centralized_profit,standard,asymmetric,2.5757014887328173,1.5106318536774102,37.06528496066694,3.5071775984203217,40.05,15.628836371137472,320.925,114.44365138401196,44.36141231915904,21.326625433114092,221.80706159579523,106.63312716557046,51.27215866582785,14.901795516982961,48.3909520124714,14.597188619695137,113.49996471710134,30.670467560330483,240.3,93.77301822682483,40.05,15.628836371137472,0.0013511822997315903,0.0004253008244230635,0.45243824461431786,0.13517725159026672,1.0,102.0625,38.83194857669594,-7.45,18.89576672167605,5.235452692369853,9.427816051608788,19.896608903425317,10.948313038363422,0.0,Growth Department,profit
centralized_sustainability,standard,asymmetric,70.34927930234957,2.590764391507582,69.94226719870906,0.44695936455138646,100.0,0.0,601.075,20.50498976500983,118.68686325720793,4.118445601840233,593.4343162860396,20.592228009201165,29.268964004725564,2.3955423105331226,33.77877573165492,2.5294922670369804,87.86534131557434,6.886826189172258,600.0,0.0,100.0,0.0,0.0030788012996708857,0.000376725947877943,0.967,0.01657518754359249,0.0,136.0875,5.577961214977161,139.325,5.849595127690013,130.4746576016139,4.532527793288789,51.45965868442566,3.2720954263998903,2.0,Compliance Department,sustainability
centralized_risk_averse,standard,asymmetric,83.1428619788309,6.668564509235666,83.78158911643688,1.1286813636864657,100.0,0.0,364.9,20.649072873286972,71.87633810324024,4.064020895650077,359.3816905162013,20.320104478250382,3.085867228956576,0.8893677120088138,2.9052610785719972,0.7814423138903102,7.7705840467121705,2.4586328620280766,600.0,0.0,100.0,0.0,0.0026581631500448566,0.00015996684604399828,0.966,0.015355437918998302,0.0,74.4,4.820051320975961,68.0,2.6056618514708556,72.85,4.065580815630289,69.73169051620121,4.788891010082337,4.0,Risk Department,risk_averse
structured_debate,standard,asymmetric,9.466958156813186,16.74688663337726,46.27514934475682,6.437405957153735,58.1,27.567906588716713,447.35,205.23882750539548,73.14984711283361,46.1212277744323,365.74923556416803,230.6061388721615,58.895467475985605,16.88942290717115,54.35075185200499,16.165217102411486,134.09126500236275,35.71012041046415,871.5,413.5185988307507,116.2,55.13581317743343,0.001997252650653536,0.0008435194738017996,0.5771761679702555,0.17867738668700978,0.85,131.45,57.84533598084501,1.35,37.43418786420552,72.27744550464296,66.66667544871345,29.221790059525098,17.409777140258985,,,
independent,aggressive,asymmetric,1.959280077377128,1.6616910042755433,38.07056181864133,2.9489924001244066,12.35,1.6311119875071343,155.1,16.673016334311274,23.02037553545914,3.037005127020892,115.10187767729572,15.185025635104463,17.236364543678626,2.399867517355833,16.63128932487972,2.321331227070564,37.97915607528712,5.566635115785595,0.0,0.0,0.0,0.0,0.00032993735057971205,3.333731795768047e-05,0.0,0.0,1.0,36.44166666666667,4.5154947660756,,,2.6877711798526316,4.2483281795287535,3.0891064974430833,2.7614261702754654,,,
voting,aggressive,asymmetric,1.454982453831058,1.7384323013390928,35.74305808891799,3.145150851031464,8.45,1.190974832912761,135.625,11.409685405506655,19.719254835804225,2.087464407273463,98.5962741790211,10.437322036367316,3.525993066851297,0.6723350942981127,3.8850527428637074,0.8127220272542253,10.008730846841704,2.0858659898282683,42.25,5.954874164563805,8.45,1.190974832912761,0.00034066705011355226,4.500933761917989e-05,1.0,0.0,1.0,22.125,2.281937081101331,,,12.116269153158296,2.1692441521116006,20.105005025862802,2.2185352083723484,,,
adaptive_voting,aggressive,asymmetric,3.0297001618308617,1.9839356177218723,31.323056316338494,5.184721683152628,46.15,25.596617786443254,333.5,140.1230662104228,48.942701680886415,21.59688989717716,244.71350840443205,107.9844494858858,19.516223298439876,12.001693257547183,22.835687659987286,14.396829201602086,58.18990401968129,36.484537009397606,230.75,127.98308893221626,46.15,25.596617786443254,0.0016280102001474007,0.0008560640095465452,1.0,0.0,1.0,61.7,28.024613242084556,,,3.510095980318698,19.036871018046085,56.103412424113415,25.570038683345498,,,
centralized_profit,aggressive,asymmetric,1.9982596168849416,1.6602486609526175,37.84988084068847,3.461565246600356,13.6,2.4365635853109104,161.375,20.087882574223432,23.985097119196556,3.600441340929448,119.9254855959828,18.00220670464724,17.91318774439859,2.431597645255629,17.37207887315768,2.3820205759674753,39.28290899847398,5.37473975741671,81.6,14.619381511865463,13.6,2.4365635853109104,0.0005799626993393759,8.007995148002035e-05,0.10563256982955124,0.09896539233742935,1.0,38.025000000000006,5.309231450642478,,,2.270805560149378,4.06167679899342,3.5796800358334133,2.6588909072125055,0.0,Growth Department,profit
centralized_risk_averse,aggressive,asymmetric,82.48240616344718,7.686117970584301,83.39026660328734,1.2642488207767484,100.0,0.0,371.3,23.294114910716914,73.11372056462338,4.572660547649872,365.56860282311686,22.86330273824936,2.260025467272901,0.41981642078206527,2.2265233563145457,0.3587977697797366,5.743761993572482,0.6889098708111756,600.0,0.0,100.0,0.0,0.003012978551123524,0.00036656353207695105,0.966,0.015355437918998302,0.0,74.4,4.823007724311867,,,72.85,4.065580815630289,69.51860282311685,4.697354053552726,4.0,Risk Department,risk_averse
structured_debate,aggressive,asymmetric,12.91692982032455,11.4754434040651,31.727774229600833,3.7336001754965915,81.5,23.098188582429437,523.25,127.47584910587244,81.17050524477222,21.79381631948818,405.8525262238612,108.9690815974409,67.50838114793052,20.372638849070924,66.1873311033138,20.11001545304597,165.3049083984269,52.94578975089441,1222.5,346.47282873644156,163.0,46.19637716485887,0.008555130649983766,0.021424887856630895,0.8620899141502838,0.05210862891192199,0.55,131.725,35.63936793468181,,,-30.104908398426904,24.612733259051204,40.78243462228809,13.212485324386332,,,
independent,conservative,asymmetric,5.646633535977289,8.951816930707485,41.223967022830735,4.914946419273034,69.85,17.34866899187006,506.125,130.88412663597964,66.87588231593828,32.39407366183529,334.37941157969146,161.97036830917648,89.33087494638251,20.040643613480345,93.30065993456029,20.882018002696174,251.45456132552448,55.33358857957436,0.0,0.0,0.0,0.0,0.001862942449770344,0.000493208222787678,0.0,0.0,0.85,246.85,66.79842024605388,-1.0125,33.61072383301121,49.03358331245576,38.18835826407108,40.52082826723571,12.917681135179825,,,
voting,conservative,asymmetric,63.74989805330333,9.848902272022366,64.82665411898219,1.9250834655406726,100.0,0.0,641.75,21.33843825982635,125.47975335855404,3.983723260819886,627.3987667927701,19.918616304099427,4.055168141314818,0.7636292418828711,4.418578882340176,0.5292703293155936,10.993567675987771,0.917329754028926,500.0,0.0,100.0,0.0,0.003426742750525591,0.0007498437681763021,0.999,0.003077935056255465,0.0,128.35,4.26768765196527,128.35,4.26768765196527,124.8342360974151,4.42981716979824,117.51453069535505,4.000857088015327,,,
adaptive_voting,conservative,asymmetric,69.42450930846607,3.1570453823054714,69.87737159297616,0.5643216586039818,100.0,0.0,602.75,19.96543065031735,118.76037309345509,4.019710364228947,593.8018654672754,20.098551821144735,2.8606829249942964,0.12727478149720256,3.5708196728155768,0.148408546952591,8.931133748489822,0.3793437937995612,500.0,0.0,100.0,0.0,0.00437229755007138,0.0008093334390109998,0.9979999999999999,0.004103913408340621,0.0,120.55,3.993086130063471,120.55,3.993086130063471,120.53299921576529,4.009301390035084,111.61886625151018,4.1223823727483015,,,
centralized_profit,conservative,asymmetric,61.6649104387826,6.281269821357666,63.44504369881124,1.7387216312305092,100.0,0.0,666.475,13.827389866721623,131.96240882264982,2.9077353088489173,659.8120441132494,14.53867654424459,76.60574992598899,2.5113231941648473,72.51279773254313,2.2325650017644847,180.89991358108975,7.091965633778948,600.0,0.0,100.0,0.0,0.003916156600098475,0.0005363248029919944,0.7134999999999999,0.026808286228819554,0.0,242.375,5.817114043017696,80.9875,4.570698293995879,193.91153378479538,5.095636847369612,61.55051032845387,5.583050342640599,0.0,Growth Department,profit
centralized_sustainability,conservative,asymmetric,70.52693386064045,3.109343302124404,70.21695802524786,0.6100804398660883,100.0,0.0,598.85,18.577788095634954,118.28811954885789,3.781631742071416,591.4405977442896,18.908158710357075,30.608563359344544,2.2766085062258496,33.81364383076237,1.883230927352967,90.1517604979517,5.623997651610315,600.0,0.0,100.0,0.0,0.0037660317993868375,0.00045830408782933325,0.9339999999999999,0.017591864148251184,0.0,138.225,4.932371587145905,134.6125,4.875067475916292,132.49235824224115,4.535327516654104,51.49823950204829,3.0260169661078375,1.0,Compliance Department,sustainability
centralized_risk_averse,conservative,asymmetric,84.05595935981168,5.834249488640808,84.10147802297342,1.0168958244377577,100.0,0.0,359.225,18.320591664773502,70.77837821356067,3.61759478533624,353.8918910678034,18.0879739266812,3.1430070858966674,1.2456492724606536,2.9193233469945405,1.0641560143027298,7.732650978746068,2.8889669670689386,600.0,0.0,100.0,0.0,0.0037156548503844535,0.0003010294092844344,0.9654999999999999,0.015035046776746249,0.0,74.55,5.213595587247674,68.1375,2.4887576164994876,73.0,4.039280811442082,70.06689106780331,4.860352822176875,4.0,Risk Department,risk_averse
structured_debate,conservative,asymmetric,19.678553839289908,18.80021666433976,44.595890037813916,7.893768780470613,88.8,18.274514897442344,627.075,137.46801302580596,95.96016460579429,45.85070824054935,479.8008230289714,229.25354120274673,109.25799268894687,28.52870597233799,112.99022705555353,25.873869689847286,298.7232191995872,71.40834269759657,1332.0,274.11772346163514,177.6,36.54902979488469,0.00368090409974684,0.0008907115024074532,0.07921314289688024,0.026659002292616585,0.4,309.275,67.80903429174425,14.45,58.43685300795795,92.20135096832254,72.4267971537148,49.42447206064899,13.5042214994824,,,
independent,free_rider,asymmetric,1.986936563962003,1.7312410732201036,38.55796832650544,2.7943232714906507,11.5,1.1920791213585393,152.825,14.925494790352582,24.422778668857713,3.432084822666559,122.11389334428857,17.160424113332795,27.37377706491383,3.2418254190059357,24.797260459380922,2.9181386996039955,69.15,8.131889791367525,0.0,0.0,0.0,0.0,0.0003633255002569058,4.305912051705666e-05,0.0,0.0,1.0,34.425,3.6868364701861585,-9.575,4.522676780752511,3.2638933442885545,4.376610657448142,,,,,
voting,free_rider,asymmetric,0.6376291891783568,1.2304025112125814,36.14436622148749,2.547882100940297,8.45,1.3562719801759993,137.5,12.407552878027667,20.393088581143562,2.7098842234301412,101.96544290571778,13.549421117150708,10.623459806637632,1.790304024002477,9.793955648563502,1.5373303762906037,28.362066697203005,4.770906698124286,42.25,6.7813599008799965,8.45,1.3562719801759993,0.0003313546007120749,4.154191840814034e-05,1.0,0.0,1.0,22.5,2.481510575605533,8.0,4.984185516527038,12.715442905717795,2.151677188456121,,,,,
adaptive_voting,free_rider,asymmetric,6.322773357424789,8.962068423834788,31.274066056688003,3.7795891706391345,55.6,30.328725310295656,391.0,176.99501925790247,55.07313684336998,30.967827014818383,275.3656842168499,154.83913507409193,46.05405445894197,26.411576467496936,42.42565332473276,24.551633806004926,116.50352458523719,63.638896052509054,278.0,151.6436265514783,55.6,30.328725310295656,0.0014578560494555859,0.0007612129466163452,1.0,0.0,0.9,73.7,36.02608703937219,8.45,48.87710151626811,6.715684216849866,20.597292851573155,,,,,
centralized_profit,free_rider,asymmetric,1.7402333742444156,1.503047305624459,37.51312888520394,3.2859049266904856,13.2,2.330574810506717,159.95,20.529760169850473,24.314139234271487,3.945530275177724,121.57069617135744,19.72765137588862,28.616688612582813,4.429417228511345,26.088547068050172,3.9911579439011184,71.1,11.207786297222594,79.2,13.983448863040305,13.2,2.330574810506717,0.00048285695029335327,8.372112882191273e-05,0.27384801473036763,0.09660131462210415,1.0,37.4875,5.3382156244040555,-13.4,5.879491564126237,2.295696171357454,3.9109051209783403,,,0.0,Growth Department,profit
centralized_sustainability,free_rider,asymmetric,69.65723689506741,3.2972709149672133,68.8912587028482,0.6202189963664034,100.0,0.0,611.9,20.602503680250535,134.67666845886885,4.572251970033823,673.3833422943442,22.86125985016912,22.453330465809866,1.8084866313481622,25.279126392114893,1.6180023977147502,68.24165770565583,5.477804912994412,600.0,0.0,100.0,0.0,0.002778440300062357,0.0002684181075602516,0.9680000000000002,0.016733200530681523,0.0,123.0875,4.52861879140812,125.85,4.845236401815053,116.59584229434418,3.600288078930015,,,2.0,Compliance Department,sustainability
structured_debate,free_rider,asymmetric,2.7083835113121046,1.8058878583865237,40.6004506312771,2.7638400077828598,34.5,13.6978676788531,298.1,102.87327411099439,53.062795996416654,21.20314909435684,265.31397998208325,106.01574547178419,46.38454810002292,15.075178521336245,42.097285728416445,13.861427209500668,117.64240560722658,35.33968867338252,517.5,205.4680151827965,69.0,27.3957353577062,0.0015953194502799305,0.0005520008529258487,0.7389714083823129,0.10079301114503422,1.0,69.0125,27.080104733335524,-2.225,9.330869818990477,15.301479982083274,9.41266301055946,,,,,
independent,standard,compressed,10.390671784101029,15.413479239643399,47.6891709393942,4.802556379690601,73.2,21.70762660061157,542.3,165.82682787204627,93.30303000115512,37.37374728707784,466.5151500057756,186.86873643538922,39.52094279248069,7.4295852575992765,37.059742572724524,7.166863360483908,86.7946713318568,15.97745641212614,0.0,0.0,0.0,0.0,0.0018159692002882367,0.00041701703849357356,0.0,0.0,0.75,137.2125,44.50608141473182,53.7,35.457313105078605,66.94996306814978,41.484585821310475,71.4401869376258,24.131903034928996,,,
voting,standard,compressed,9.465067355716144,13.858568425980213,39.777849490112104,1.8750698388516278,70.9,24.412895643167992,512.125,168.43176620940912,80.03703659749202,35.05108988277958,400.18518298746005,175.25544941389794,23.647941307203844,5.728411233156885,23.873850011392385,5.441992282362851,57.596317193134084,14.355056002318078,354.5,122.06447821583994,70.9,24.412895643167992,0.002282569500312093,0.0007374757237490705,1.0,0.0,0.75,98.675,35.34278568534178,64.925,48.692449160656906,43.285235643720355,25.16033672279011,94.62494734373976,34.22052125781512,,,
adaptive_voting,standard,compressed,66.58291942866381,4.128116103089743,67.65582862843935,1.27471898294543,100.0,0.0,627.25,15.150560177241319,124.44265987568664,3.1159042307747598,622.2132993784334,15.579521153873788,1.5594092774996124,0.22631077211127584,1.886381879554199,0.17339508536634538,4.709607362805846,0.4256545022549947,500.0,0.0,100.0,0.0,0.0042055600000821865,0.0007081874435131683,1.0,0.0,0.0,125.45,3.0301120354482642,125.45,3.0301120354482642,125.12290674123912,3.2536331444139583,120.74039263719416,3.3425539852003414,,,
centralized_profit,standard,compressed,21.345431997214483,21.617873502877767,49.637091303918695,5.1792015893966195,88.1,17.999707599964243,637.425,135.19764041463227,114.49164278144285,32.93208711502634,572.4582139072143,164.66043557513171,41.30526750790337,6.686448621411328,38.45010114063024,6.244317655585543,91.69668851878632,15.821322416686034,528.6,107.99824559978546,88.1,17.999707599964243,0.003933180649983115,0.0014194308341841416,0.22717161329154809,0.08056175869095018,0.5,159.425,36.72937122421667,72.0,36.46303102566965,94.22546625865121,39.85095034354662,87.38274764856313,20.52846985075211,0.0,Growth Department,profit
centralized_sustainability,standard,compressed,68.77885280803906,2.922963545343617,69.39079690294018,0.9288586494554613,100.0,0.0,607.525,14.358634849345604,120.71166469653535,2.9498627670507815,603.5583234826769,14.749313835253908,9.54553278664883,1.056425820530386,11.131742995671296,1.1491652226425455,28.792903399232017,3.0558553977703946,600.0,0.0,100.0,0.0,0.004158093150545028,0.0004581385193159794,0.9675,0.01650358812660544,0.0,126.3875,3.5858594726919706,127.325,3.7108482503117943,124.92622688190883,3.279465805448163,98.53209660076797,1.031550948757232,2.0,Compliance Department,sustainability
centralized_risk_averse,standard,compressed,74.2878922000001,3.909113234946521,75.212365328766,1.4986833936684891,100.0,0.0,525.125,6.043428357794065,104.38595050883632,1.2142300757692501,521.9297525441815,6.071150378846258,1.3377989375840325,0.2558162529511982,1.2526394441006279,0.22384356467715671,3.2758489195321787,0.6042305643149186,600.0,0.0,100.0,0.0,0.0037502095996387653,0.0008080254967810819,0.966,0.015355437918998302,0.0,105.6875,1.4619629018260996,103.625,0.8564768715960446,104.21514698454962,0.9479847608740438,102.71460555963196,1.6316721659581228,4.0,Risk Department,risk_averse
structured_debate,standard,compressed,53.042800071522336,19.72253502737026,61.2888804906871,5.375897402180868,96.95,9.880736175428481,653.05,64.87029569192586,127.68581196857777,18.29610540798839,638.4290598428886,91.48052703994195,26.32016934976799,2.5312251277259286,25.07267973679589,2.2788103814133613,57.504569274221254,5.288922663660903,1454.25,148.21104263142723,193.9,19.761472350856963,0.0037900714498391606,0.0005580647949473946,0.7493860759493671,0.09862247285516319,0.1,151.65,15.035134291315616,100.25,20.98652449850417,137.394480039724,30.248572444820514,97.48457980316479,11.683663814173048,,,
independent,aggressive,compressed,1.967477034183267,1.5466216178564447,45.24122580495612,3.024441707357726,38.85,9.81017194977797,315.825,82.02779936351489,52.56134834750408,15.66167705478186,262.8067417375204,78.3083852739093,20.685303126797134,4.721853695832065,20.240704249627598,4.651820406314777,47.66488628000245,10.900598313457879,0.0,0.0,0.0,0.0,0.0011793909503467147,0.00033987741234222844,0.0,0.0,1.0,68.675,19.234736106830663,,,21.960113719997555,11.467251974956636,34.821628017522826,10.478565203197556,,,
voting,aggressive,compressed,1.6721003513691186,1.666657028128268,45.22592517767723,3.125304951688854,23.5,3.63462877276201,219.75,34.37314588301072,35.103141251679624,6.686773873844602,175.5157062583981,33.43386936922301,5.833424336267173,1.0130596665837566,6.735598291135811,1.2544965948911424,17.224608360067947,3.160443721230478,117.5,18.173143863810047,23.5,3.63462877276201,0.0010165630497795063,0.00017625752830513676,1.0,0.0,1.0,38.95,6.874629176602144,,,21.725391639932052,6.535114602078469,36.940314618466054,6.859805408605405,,,
adaptive_voting,aggressive,compressed,16.362012882505464,16.296245195800918,39.98967043408457,2.8874013883409524,83.0,24.220478503682962,587.375,170.65368710066778,101.67783060021699,33.92562693712448,508.389153001085,169.62813468562237,20.55816384997358,5.882886777382941,24.41774441001717,7.148938995618163,62.00267706341985,18.037890950475063,415.0,121.1023925184148,83.0,24.220478503682962,0.0030931240502468428,0.0008733930167460717,0.9993150684931507,0.003063106818492875,0.5,114.975,36.10710492847342,,,52.97232293658014,29.527496080288905,110.49183006450487,35.043545732089015,,,
centralized_profit,aggressive,compressed,1.8678500402973603,1.631886473452401,45.50698192486678,3.135431383250643,41.95,11.785249478189161,336.05,95.56382546153175,56.367751753859125,18.21522160080064,281.8387587692956,91.0761080040032,21.821793850181358,5.560887280751354,21.271705040891284,5.439763168403042,50.37497033292909,12.976459238751708,251.7,70.71149686913496,41.95,11.785249478189161,0.0014733555008206167,0.0003909547350400035,0.08101014252239765,0.05204845280264312,1.0,73.29166666666666,22.385241783541275,,,24.200029667070915,12.82274630725754,37.76372910222467,12.566446070286009,0.0,Growth Department,profit
centralized_risk_averse,aggressive,compressed,74.08671309592036,4.078371512701964,75.06513328382078,1.5294134214339732,100.0,0.0,527.15,6.770874156422143,104.77887711484782,1.3515867365071381,523.8943855742389,6.757933682535696,1.2834138946188058,0.21019610013424966,1.2692660446077535,0.20798916148273489,3.2407224156065118,0.5009413686892449,600.0,0.0,100.0,0.0,0.003058421699643077,0.00038788864137970333,0.966,0.015355437918998302,0.0,105.675,1.464467050735542,,,104.21010798984548,0.9393290053705352,102.65927758439348,1.6153033621880146,4.0,Risk Department,risk_averse
