mechanism,composition,scale,model,final_reserve_mean,final_reserve_std,average_reserve_mean,average_reserve_std,steps_survived_mean,steps_survived_std,total_withdrawal_mean,total_withdrawal_std,average_reward_mean,average_reward_std,social_welfare_mean,social_welfare_std,total_messages_mean,total_messages_std,total_rounds_mean,total_rounds_std,wall_time_seconds_mean,wall_time_seconds_std,debate_override_rate_mean,debate_override_rate_std,reward_profit_mean,reward_profit_std,reward_sustainability_mean,reward_sustainability_std,reward_balanced_mean,reward_balanced_std,reward_risk_averse_mean,reward_risk_averse_std,llm_calls_mean,llm_calls_std,llm_total_latency_ms_mean,llm_total_latency_ms_std,llm_avg_latency_ms_mean,llm_avg_latency_ms_std,crisis_rate,mean_absolute_reward_gap_mean,mean_absolute_reward_gap_std,reward_std_mean,reward_std_std,reward_range_mean,reward_range_std,leader_index,leader_name,leader_role
centralized_leader_idx4,aggressive,standard,openai/gpt-5.4-nano,74.95615627857127,,71.77759681331392,,20.0,,100.0,,19.782743014212365,,98.91371507106184,,120.0,,20.0,,75.4200929840008,,1.0,,20.0,,,,20.0,,18.91371507106184,,100.0,,75416.31242306903,,754.1631242306903,,0.0,0.34761117726021323,,0.43451397157526656,,1.0862849289381664,,4,Risk Department,risk_averse
structured_debate,aggressive,standard,openai/gpt-5.4-nano,11.727910785172975,,35.00909999371241,,20.0,,157.0,,26.3536767329748,,131.768383664874,,300.0,,40.0,,79.52512633800507,,0.8,,35.333333333333336,,,,7.328855109098244,,18.43952855577576,,100.0,,79521.17710292805,,795.2117710292805,,0.0,11.98444179616444,,11.568465272789975,,28.671144890901758,,,,
llm_centralized,aggressive,standard,openai/gpt-5.4-nano,3.30976442048161,,38.52992558515128,,14.0,,132.0,,17.93849410832793,,89.69247054163965,,84.0,,14.0,,80.92864362800901,,1.0,,20.666666666666668,,,,3.4062752532300253,,24.28619528840964,,84.0,,80924.98897002952,,963.3927258336848,,1.0,7.321574411257475,,7.516304122571917,,20.87992003517961,,,,
crewai_debate,aggressive,standard,openai/gpt-5.4-nano,2.0718214412578995,,38.14939540202212,,17.0,,150.0,,20.910518573891,,104.55259286945495,,187.0,,51.0,,325.57280561499647,,1.0,,31.0,,,,1.2711564406298068,,10.281436428825158,,272.0,,325569.40619804664,,1196.946346316348,,1.0,12.828200110386435,,12.681284150994541,,29.728843559370194,,,,
independent,conservative,standard,openai/gpt-5.4-nano,31.817412462012022,,48.47270012147858,,20.0,,157.0,,29.16593385380561,,145.82966926902807,,0.0,,0.0,,83.65760006400524,,0.0,,60.0,,20.0,,25.046434628691166,,20.783234640336893,,100.0,,83654.08121491782,,836.5408121491782,,0.0,13.607429540590587,,15.53066799530386,,40.0,,,,
centralized_leader_idx1,conservative,standard,openai/gpt-5.4-nano,74.95615627857127,,71.77759681331392,,20.0,,100.0,,19.782743014212365,,98.91371507106184,,120.0,,20.0,,82.20435686499695,,1.0,,20.0,,20.0,,20.0,,18.91371507106184,,100.0,,82200.75833206647,,822.0075833206647,,0.0,0.34761117726021323,,0.43451397157526656,,1.0862849289381664,,1,Compliance Department,sustainability
centralized_leader_idx2,conservative,standard,openai/gpt-5.4-nano,74.73273319994296,,71.05473365858552,,20.0,,102.0,,20.173921867355745,,100.86960933677872,,120.0,,20.0,,80.34406305001175,,1.0,,21.0,,20.5,,20.0,,18.86960933677872,,100.0,,80340.40338693012,,803.4040338693012,,0.0,0.841725012230811,,0.7907640573237141,,2.1303906632212843,,2,ESG Department,sustainability
centralized_leader_idx4,conservative,standard,openai/gpt-5.4-nano,74.04815588309204,,70.62972202849383,,20.0,,103.0,,20.375051813718308,,101.87525906859152,,120.0,,20.0,,77.16907257199637,,1.0,,21.0,,20.0,,21.0,,19.87525906859153,,100.0,,77165.3190960642,,771.653190960642,,0.0,0.5199170980507108,,0.5122969812719375,,1.1247409314084713,,4,Risk Department,risk_averse
structured_debate,conservative,standard,openai/gpt-5.4-nano,32.36064388026382,,48.62991430652207,,20.0,,157.0,,29.21831916711052,,146.0915958355526,,300.0,,40.0,,80.78207656899758,,0.0,,60.0,,20.0,,27.31507727685422,,18.776518558698378,,100.0,,80778.05752212589,,807.7805752212589,,0.0,14.361926425513193,,15.685153624175777,,41.22348144130162,,,,
llm_centralized,conservative,standard,openai/gpt-5.4-nano,50.458505842036615,,57.21304847031664,,20.0,,141.0,,27.81132981940216,,139.0566490970108,,120.0,,20.0,,111.9053360389953,,0.65,,46.0,,20.0,,34.199543003988246,,18.857106093022526,,120.0,,111899.93176994903,,932.499431416242,,0.0,10.95765293087091,,10.713065483486147,,27.142893906977474,,,,
crewai_debate,conservative,standard,openai/gpt-5.4-nano,53.74818435665562,,57.02887793506602,,20.0,,140.0,,27.6612577645415,,138.3062888227075,,220.0,,60.0,,437.4783425589994,,0.95,,39.0,,20.0,,39.33305887784785,,19.973229944859646,,320.0,,437474.4217270345,,1367.1075678969828,,0.0,9.235145258556225,,9.394610471290939,,19.3598289329882,,,,
independent,free_rider,standard,openai/gpt-5.4-nano,0.0,,40.55461918160128,,10.0,,115.0,,15.935119516086392,,79.67559758043195,,0.0,,0.0,,50.47250382399943,,0.0,,23.5,,-10.0,,2.6755975804319547,,,,50.0,,50470.76157298579,,1009.415231459716,,1.0,19.41190438713089,,17.564274265978806,,50.0,,,,
centralized_leader_idx1,free_rider,standard,openai/gpt-5.4-nano,4.121907231867542,,41.67469480579297,,10.0,,111.0,,15.027497672237422,,75.13748836118711,,60.0,,10.0,,55.79816518399457,,0.1,,23.0,,-10.0,,2.1374883611871134,,,,50.0,,55796.28509498434,,1115.9257018996868,,1.0,18.378001862210063,,16.747778509693187,,47.0,,1,Trading/Opportunity Team,profit
centralized_leader_idx2,free_rider,standard,openai/gpt-5.4-nano,73.36479496467581,,69.81947715566484,,20.0,,105.0,,23.1,,115.5,,120.0,,20.0,,94.78826642000058,,1.0,,21.0,,21.0,,21.0,,,,100.0,,94784.52940200076,,947.8452940200076,,0.0,3.36,,4.2,,10.5,,2,Compliance Department,sustainability
centralized_leader_idx4,free_rider,standard,openai/gpt-5.4-nano,1.900291127057205,,41.77156176972311,,10.0,,114.0,,15.83912170790904,,79.1956085395452,,60.0,,10.0,,42.002939256999525,,0.0,,23.0,,-10.0,,3.1956085395452014,,,,50.0,,42001.18661704619,,840.0237323409237,,1.0,19.488702633672766,,17.44604844397858,,50.0,,4,Saboteur Department,free_rider
structured_debate,free_rider,standard,openai/gpt-5.4-nano,4.381116217709067,,35.98209566966213,,19.0,,159.0,,20.2020481120621,,101.0102405603105,,285.0,,38.0,,91.30377151499852,,0.8421052631578947,,32.0,,-15.0,,0.010240560310498,,,,95.0,,80743.71795196203,,849.9338731785476,,1.0,26.71836151035032,,24.242055875105628,,67.0,,,,
llm_centralized,free_rider,standard,openai/gpt-5.4-nano,15.650992975679372,,40.732925819712754,,20.0,,161.0,,28.47628192234973,,142.3814096117487,,120.0,,20.0,,114.28562603500175,,1.0,,38.5,,24.0,,11.381409611748682,,,,120.0,,114280.27996596212,,952.3356663830176,,0.0,11.237948924240422,,10.198463846527996,,28.61859038825132,,,,
crewai_debate,free_rider,standard,openai/gpt-5.4-nano,4.786464447341938,,39.13385321027673,,15.0,,139.0,,17.94402165608839,,89.72010828044193,,165.0,,45.0,,334.0556752659977,,1.0,,32.0,,-10.0,,6.220108280441931,,,,240.0,,334052.87595296977,,1391.886983137374,,1.0,17.56478267512929,,17.011761702125842,,42.0,,,,
